Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Amount AED (before VAT),Reporting period from,Reporting period to,VAT Amount AED,Customer Name,Customer TRN,Clear description of the supply
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000163,5/23/2024,"155,990.99",5/1/2024,5/31/2024,"7,799.55",GALF,100022XXXX00003,COATED PIPE 0219.10X12.70 MM
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000161,5/24/2024,"50,965.44",5/1/2024,5/31/2024,"2,548.27",GALF,100022XXXX00003,COATED PIPE 114.30X13.49 MM
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000160,5/24/2024,"53,488.55",5/1/2024,5/31/2024,"2,674.43",MATR,100036XXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000164,5/24/2024,"155,990.99",5/1/2024,5/31/2024,"7,799.55",GALF,100022XXXX00003,COATED PIPE 0219.10X12.70 MM
01 Invoice,1.11111E+14,ABC LTD.,TI70001398,5/27/2024,"28,320.00",5/1/2024,5/31/2024,"1,416.00",CHER,100328XXXX00003,HE 90/60
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000162,5/27/2024,"42,825.36",5/1/2024,5/31/2024,"2,141.27",GALF,100022XXXX00003,COATED PIPE 114.30X11.13 MM
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000162,5/27/2024,"88,468.77",5/1/2024,5/31/2024,"4,423.44",GALF,100022XXXX00003,COATED PIPE 114.30X13.49 MM
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000162,5/27/2024,"2,269.25",5/1/2024,5/31/2024,113.46,GALF,100022XXXX00003,COATED PIPE 168.30X18.26 MM
01 Invoice,1.11111E+14,ABC LTD.,TI70001406,5/27/2024,"7,200.00",5/1/2024,5/31/2024,360,PETR,100351XXXX00003,Transport Charges
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000170,5/27/2024,"63,506.40",5/1/2024,5/31/2024,"3,175.32",PETR,100351XXXX00003,COATED PIPE 219.10X15.88 MM
01 Invoice,1.11111E+14,ABC LTD.,TI70001401,5/28/2024,"70,183.62",5/1/2024,5/31/2024,"3,509.18",DENH,100206XXXX00003,HEB 140X033.70 KG/MX11.80 M
01 Invoice,1.11111E+14,ABC LTD.,TI70001401,5/28/2024,"1,847.64",5/1/2024,5/31/2024,92.38,DENH,100206XXXX00003,UPN 080X045X008.64 KG/MX12.00 M
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000182,5/30/2024,"153,587.45",5/1/2024,5/31/2024,"7,679.37",PETR,100351XXXX00003,COATED PIPE 219.10X15.88 MM
01 Invoice,1.11111E+14,ABC LTD.,TI70001403,5/28/2024,"13,582.00",5/1/2024,5/31/2024,679.1,ORIO,100235XXXX00003,Rental Damages Claim - Material received as U-Bend repair charges RNTSO-000035 & RNTSO-000043
01 Invoice,1.11111E+14,ABC LTD.,TI70001403,5/28/2024,"1,418.00",5/1/2024,5/31/2024,70.9,ORIO,100235XXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X06.00 M
01 Invoice,1.11111E+14,ABC LTD.,TI70001400,5/28/2024,"20,008.00",5/1/2024,5/31/2024,"1,000.40",SUPE,100046XXXX00003,MS PLATE 2.00X12.00X18.00 MM
01 Invoice,1.11111E+14,ABC LTD.,TI70001402,5/28/2024,"63,585.00",5/1/2024,5/31/2024,"3,179.25",DENH,100206XXXX00003,HR PLATE 2.50X12.00X75.00 MM
01 Invoice,1.11111E+14,ABC LTD.,TI70001400,5/28/2024,"11,116.00",5/1/2024,5/31/2024,555.8,SUPE,100046XXXX00003,HR PLATE 2.00X12.00X10.00 MM
01 Invoice,1.11111E+14,ABC LTD.,TI70001400,5/28/2024,"2,779.00",5/1/2024,5/31/2024,138.95,SUPE,100046XXXX00003,HR PLATE 2.00X06.00X10.00 MM
01 Invoice,1.11111E+14,ABC LTD.,TI70001399,5/28/2024,"148,680.00",5/1/2024,5/31/2024,"7,434.00",CHER,100328XXXX00003,HE 90/60
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000167,5/28/2024,"8,238.87",5/1/2024,5/31/2024,411.94,GALF,100022XXXX00003,COATED PIPE 114.30X13.49 MM
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000167,5/28/2024,"1,006.26",5/1/2024,5/31/2024,50.31,GALF,100022XXXX00003,COATED PIPE 114.30X13.49 MM
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000167,5/28/2024,582.59,5/1/2024,5/31/2024,29.13,GALF,100022XXXX00003,COATED PIPE 168.30X14.27 MM
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000168,5/28/2024,"4,202.05",5/1/2024,5/31/2024,210.1,GALF,100022XXXX00003,COATED PIPE 219.10X14.27 MM
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000172,5/28/2024,"29,590.42",5/1/2024,5/31/2024,"1,479.52",PETR,100351XXXX00003,COATED PIPE 114.30X11.13 MM
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000172,5/28/2024,"24,548.84",5/1/2024,5/31/2024,"1,227.44",PETR,100351XXXX00003,COATED PIPE 114.30X13.49 MM
01 Invoice,1.11111E+14,ABC LTD.,TI5H0000172,5/28/2024,"71,621.97",5/1/2024,5/31/2024,"3,581.10",PETR,100351XXXX00003,COATED PIPE 219.10X15.09 MM
