Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Amount AED (before VAT),Reporting period from,Reporting period to,VAT Amount AED,Customer Name,Customer TRN,Clear description of the supply
01 Invoice,111111111111111,ABC LTD.,TI5H0000310,8/13/2024,"27,905.66",8/1/2024,8/31/2024,"1,395.28",GALF,10002XXXXX00003,COATED PIPE 0219.10X22.22 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000308,8/13/2024,"12,269.46",8/1/2024,8/31/2024,613.47,MATR,10003XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000308,8/13/2024,-0.01,8/1/2024,8/31/2024,-,MATR,10003XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000311,8/14/2024,"4,924.53",8/1/2024,8/31/2024,246.23,GALF,10002XXXXX00003,COATED PIPE 0219.10X22.22 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000312,8/14/2024,"74,136.43",8/1/2024,8/31/2024,"3,706.82",ROBT,10027XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000312,8/14/2024,"15,423.05",8/1/2024,8/31/2024,771.15,ROBT,10027XXXXX00003,COATED PIPE 168.30X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000311,8/14/2024,"108,828.05",8/1/2024,8/31/2024,"5,441.40",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001715,8/15/2024,"4,216.81",8/1/2024,8/31/2024,210.84,CONT,10058XXXXX00003,IPE 400X066.30 KG/MX11.80 M
01 Invoice,111111111111111,ABC LTD.,TI70001715,8/15/2024,"5,368.02",8/1/2024,8/31/2024,268.40,CONT,10058XXXXX00003,IPE 300X042.20 KG/MX11.80 M
01 Invoice,111111111111111,ABC LTD.,TI70001715,8/15/2024,"5,978.60",8/1/2024,8/31/2024,298.93,CONT,10058XXXXX00003,UPN 160X065X018.80 KG/MX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001715,8/15/2024,"4,814.91",8/1/2024,8/31/2024,240.75,CONT,10058XXXXX00003,UPN 200X075X025.30 KG/MX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001715,8/15/2024,"1,916.03",8/1/2024,8/31/2024,95.80,CONT,10058XXXXX00003,MS PLATE 2.00X06.00X06.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001715,8/15/2024,"3,832.06",8/1/2024,8/31/2024,191.60,CONT,10058XXXXX00003,MS PLATE 2.00X06.00X06.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001713,8/15/2024,"75,925.20",8/1/2024,8/31/2024,"3,796.26",FERR,10059XXXXX00003,MS PLATE 2.00X12.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI10004973,8/15/2024,"229,931.50",8/1/2024,8/31/2024,"11,496.57",ACTI,10021XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001715,8/15/2024,"6,985.88",8/1/2024,8/31/2024,349.29,CONT,10058XXXXX00003,HR PLATE 2.00X12.00X12.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001715,8/15/2024,"2,910.78",8/1/2024,8/31/2024,145.54,CONT,10058XXXXX00003,HR PLATE 2.00X06.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001715,8/15/2024,"3,492.94",8/1/2024,8/31/2024,174.65,CONT,10058XXXXX00003,HR PLATE 2.00X06.00X12.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001715,8/15/2024,"2,328.62",8/1/2024,8/31/2024,116.43,CONT,10058XXXXX00003,HR PLATE 2.00X06.00X08.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001715,8/15/2024,"13,971.72",8/1/2024,8/31/2024,698.59,CONT,10058XXXXX00003,HR PLATE 2.00X06.00X08.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001716,8/15/2024,"6,480.00",8/1/2024,8/31/2024,324,SUPE,10004XXXXX00003,UPN 160X065X018.80 KG/MX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001715,8/15/2024,433.36,8/1/2024,8/31/2024,21.67,CONT,10058XXXXX00003,UPN 120X055X013.40 KG/MX06.00 M
01 Invoice,111111111111111,ABC LTD.,TI5H0000314,8/15/2024,"12,672.00",8/1/2024,8/31/2024,633.60,SARI,10032XXXXX00003,COATED PIPE 219.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000313,8/15/2024,"96,736.04",8/1/2024,8/31/2024,"4,836.80",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000314,8/15/2024,"143,905.20",8/1/2024,8/31/2024,"7,195.26",SARI,10032XXXXX00003,COATED PIPE 168.30X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000347,8/15/2024,171.6,8/1/2024,8/31/2024,8.58,SARI,10032XXXXX00003,COATED PIPE 168.30X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000315,8/15/2024,"59,376.00",8/1/2024,8/31/2024,"2,968.80",SARI,10032XXXXX00003,COATED PIPE 168.30X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI70001712,8/15/2024,"32,399.99",8/1/2024,8/31/2024,"1,620.00",T.M.,10000XXXXX00003,TRENCH SHEET 600MMX05.80 MMX36.80 KG/MX05.85 M
01 Invoice,111111111111111,ABC LTD.,TI10004973,8/15/2024,"56,837.00",8/1/2024,8/31/2024,"2,841.85",ACTI,10021XXXXX00003,C9X09.30 KG/MX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004973,8/15/2024,"12,917.51",8/1/2024,8/31/2024,645.88,ACTI,10021XXXXX00003,PU32-(600X452X19.50 MMX114.10 KG/M)X12.00 M
01 Invoice,111111111111111,ABC LTD.,TI5H0000316,8/15/2024,"1,536.76",8/1/2024,8/31/2024,76.84,ALFA,10025XXXXX00003,"2"" BALL VALVES (AG ONLY)"
01 Invoice,111111111111111,ABC LTD.,TI5H0000316,8/15/2024,645.42,8/1/2024,8/31/2024,32.27,ALFA,10025XXXXX00003,"1"" BALL VALVES (AG ONLY)"
01 Invoice,111111111111111,ABC LTD.,TI5H0000316,8/15/2024,645.42,8/1/2024,8/31/2024,32.27,ALFA,10025XXXXX00003,"3/4"" BALL VALVES (AG ONLY)"
01 Invoice,111111111111111,ABC LTD.,TI5H0000316,8/15/2024,"3,073.48",8/1/2024,8/31/2024,153.67,ALFA,10025XXXXX00003,"8"" BALL VALVES (AG ONLY)"
01 Invoice,111111111111111,ABC LTD.,TI5H0000316,8/15/2024,633.9,8/1/2024,8/31/2024,31.7,ALFA,10025XXXXX00003,"8"" WNRF FLANGE (AG & INTERNAL)"
01 Invoice,111111111111111,ABC LTD.,TI5H0000316,8/15/2024,461.01,8/1/2024,8/31/2024,23.05,ALFA,10025XXXXX00003,"8"" BLIND FLANGE RF (AG ONLY)"
01 Invoice,111111111111111,ABC LTD.,TI70001714,8/16/2024,"5,840.40",8/1/2024,8/31/2024,292.02,FERR,10059XXXXX00003,MS PLATE 2.00X12.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001714,8/16/2024,"5,765.04",8/1/2024,8/31/2024,288.25,FERR,10059XXXXX00003,MS PLATE 2.00X06.00X06.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001714,8/16/2024,"5,840.40",8/1/2024,8/31/2024,292.02,FERR,10059XXXXX00003,MS PLATE 2.00X06.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001714,8/16/2024,"1,000.00",8/1/2024,8/31/2024,50,FERR,10059XXXXX00003,Testing Charges
01 Invoice,111111111111111,ABC LTD.,TI10004974,8/16/2024,"2,000.00",8/1/2024,8/31/2024,100,COSM,10036XXXXX00003,Rental Damages Claim
01 Invoice,111111111111111,ABC LTD.,TI5H0000317,8/16/2024,"24,184.01",8/1/2024,8/31/2024,"1,209.20",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000332,8/16/2024,"120,920.05",8/1/2024,8/31/2024,"6,046.00",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000318,8/17/2024,"120,920.05",8/1/2024,8/31/2024,"6,046.00",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000319,8/19/2024,"140,426.89",8/1/2024,8/31/2024,"7,021.34",HIAP,10036XXXXX00003,COATED PIPE 0219.10X06.35 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000321,8/20/2024,"120,920.05",8/1/2024,8/31/2024,"6,046.00",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000323,8/20/2024,"77,986.85",8/1/2024,8/31/2024,"3,899.34",MATR,10003XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000326,8/20/2024,"131,047.33",8/1/2024,8/31/2024,"6,552.37",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000325,8/21/2024,"131,068.52",8/1/2024,8/31/2024,"6,553.43",ARAB,10022XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000320,8/21/2024,"21,956.57",8/1/2024,8/31/2024,"1,097.83",ROBT,10027XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000327,8/21/2024,"58,581.50",8/1/2024,8/31/2024,"2,929.08",PETR,10035XXXXX00003,COATED PIPE 114.30X07.14 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000327,8/21/2024,"2,106.74",8/1/2024,8/31/2024,105.34,PETR,10035XXXXX00003,COATED PIPE 114.30X13.49 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000327,8/21/2024,"2,814.27",8/1/2024,8/31/2024,140.71,PETR,10035XXXXX00003,COATED PIPE 114.30X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI70001724,8/21/2024,"4,800.00",8/1/2024,8/31/2024,240.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000324,8/21/2024,"77,986.85",8/1/2024,8/31/2024,"3,899.34",MATR,10003XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001718,8/21/2024,"3,883.94",8/1/2024,8/31/2024,194.20,ORAS,10025XXXXX00003,CSP 1016.00X12.70 MMX12.00 M/ORASCOM
01 Invoice,111111111111111,ABC LTD.,TI70001717,8/22/2024,"4,050.00",8/1/2024,8/31/2024,202.5,SUPE,10004XXXXX00003,UPN 160X065X018.80 KG/MX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001719,8/23/2024,"43,500.00",8/1/2024,8/31/2024,"2,175.00",DHAF,10001XXXXX00003,HR PLATE 2.00X06.00X14.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001723,8/23/2024,"178,000.04",8/1/2024,8/31/2024,"8,900.00",NAEL,10000XXXXX00003,TRENCH SHEET 600MMX05.80 MMX36.80 KG/MX05.85 M
01 Invoice,111111111111111,ABC LTD.,TI5H0000322,8/23/2024,"120,920.05",8/1/2024,8/31/2024,"6,046.00",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000330,8/23/2024,"120,920.05",8/1/2024,8/31/2024,"6,046.00",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000329,8/23/2024,"51,991.25",8/1/2024,8/31/2024,"2,599.56",MATR,10003XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000331,8/23/2024,"26,720.12",8/1/2024,8/31/2024,"1,336.02",ARCH,10004XXXXX00003,COATED PIPE 0323.90X19.05 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000331,8/23/2024,"28,257.83",8/1/2024,8/31/2024,"1,412.88",ARCH,10004XXXXX00003,COATED PIPE 0323.90X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000328,8/23/2024,"74,703.57",8/1/2024,8/31/2024,"3,735.18",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000328,8/23/2024,"31,932.25",8/1/2024,8/31/2024,"1,596.61",PETR,10035XXXXX00003,COATED PIPE 219.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000334,8/24/2024,"120,920.05",8/1/2024,8/31/2024,"6,046.00",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000335,8/24/2024,"120,920.05",8/1/2024,8/31/2024,"6,046.00",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000333,8/24/2024,"28,219.45",8/1/2024,8/31/2024,"1,410.97",CHIN,10025XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000336,8/24/2024,"93,463.77",8/1/2024,8/31/2024,"4,673.18",ARCH,10004XXXXX00003,COATED PIPE 0323.90X19.05 MM
01 Invoice,111111111111111,ABC LTD.,TI70001720,8/26/2024,"28,320.00",8/1/2024,8/31/2024,"1,416.00",CHER,10032XXXXX00003,HE 90/60
01 Invoice,111111111111111,ABC LTD.,TI5H0000337,8/26/2024,"11,297.79",8/1/2024,8/31/2024,564.90,ARCH,10004XXXXX00003,COATED PIPE 0323.90X19.05 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000337,8/26/2024,"1,882.89",8/1/2024,8/31/2024,94.13,ARCH,10004XXXXX00003,COATED PIPE 0323.90X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000340,8/26/2024,"77,188.57",8/1/2024,8/31/2024,"3,859.43",ARCH,10004XXXXX00003,COATED PIPE 0219.10X15.09 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000345,8/26/2024,"83,835.88",8/1/2024,8/31/2024,"4,191.79",MATR,10003XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000343,8/26/2024,"51,094.45",8/1/2024,8/31/2024,"2,554.72",PETR,10035XXXXX00003,COATED PIPE 219.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000344,8/26/2024,"5,584.56",8/1/2024,8/31/2024,279.23,PETR,10035XXXXX00003,COATED PIPE 219.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000354,8/26/2024,"1,132.06",8/1/2024,8/31/2024,56.6,ALFA,10025XXXXX00003,10 INCH X 8 INCH REDUCING TEE (UG & INTERNAL)
01 Invoice,111111111111111,ABC LTD.,TI5H0000354,8/26/2024,"1,267.80",8/1/2024,8/31/2024,63.39,ALFA,10025XXXXX00003,8 INCH 90 DEG ELBOW (UG & INTERNAL)
01 Invoice,111111111111111,ABC LTD.,TI70001721,8/27/2024,"14,160.00",8/1/2024,8/31/2024,708.00,CHER,10032XXXXX00003,HE 90/60
01 Invoice,111111111111111,ABC LTD.,TI70001799,8/27/2024,"70,800.00",8/1/2024,8/31/2024,"3,540.00",CHER,10032XXXXX00003,HE 90/60
01 Invoice,111111111111111,ABC LTD.,TI70001799,8/27/2024,"1,000.00",8/1/2024,8/31/2024,50,CHER,10032XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000338,8/27/2024,"120,920.05",8/1/2024,8/31/2024,"6,046.00",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000339,8/27/2024,"120,920.05",8/1/2024,8/31/2024,"6,046.00",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000341,8/27/2024,"119,601.57",8/1/2024,8/31/2024,"5,980.08",ARCH,10004XXXXX00003,COATED PIPE 0219.10X10.31 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000342,8/27/2024,"38,594.27",8/1/2024,8/31/2024,"1,929.72",ARCH,10004XXXXX00003,COATED PIPE 0219.10X15.09 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000346,8/27/2024,"83,835.88",8/1/2024,8/31/2024,"4,191.79",MATR,10003XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001725,8/27/2024,"8,070.93",8/1/2024,8/31/2024,403.55,ORAS,10025XXXXX00003,CSP 1321.00X14.27 MM/06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001725,8/27/2024,"12,014.60",8/1/2024,8/31/2024,600.73,ORAS,10025XXXXX00003,CSP 1626.00X17.48 MM/06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001725,8/27/2024,"12,105.00",8/1/2024,8/31/2024,605.25,ORAS,10025XXXXX00003,CSP 1321.00X14.27 MM/01.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001725,8/27/2024,"18,018.00",8/1/2024,8/31/2024,900.90,ORAS,10025XXXXX00003,CSP 1626.00X17.48 MM/01.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001725,8/27/2024,500,8/1/2024,8/31/2024,25,ORAS,10025XXXXX00003,CSP 1321.00X14.27 MM/0.400 MM
01 Invoice,111111111111111,ABC LTD.,TI70001725,8/27/2024,600,8/1/2024,8/31/2024,30,ORAS,10025XXXXX00003,CSP 1626.00X17.48 MM/0.400 MM
01 Invoice,111111111111111,ABC LTD.,TI70001725,8/27/2024,250,8/1/2024,8/31/2024,12.5,ORAS,10025XXXXX00003,CSP 1321.00X14.27 MM/0.800 MM
01 Invoice,111111111111111,ABC LTD.,TI70001725,8/27/2024,300,8/1/2024,8/31/2024,15.00,ORAS,10025XXXXX00003,CSP 1626.00X17.48 MM/0.800 MM
01 Invoice,111111111111111,ABC LTD.,TI70001725,8/27/2024,250,8/1/2024,8/31/2024,12.50,ORAS,10025XXXXX00003,CSP 1321.00X14.27 MM/0.600 MM
01 Invoice,111111111111111,ABC LTD.,TI70001725,8/27/2024,300,8/1/2024,8/31/2024,15.00,ORAS,10025XXXXX00003,CSP 1626.00X17.48 MM/0.600 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000352,8/28/2024,"120,920.05",8/1/2024,8/31/2024,"6,046.00",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001722,8/28/2024,"51,622.70",8/1/2024,8/31/2024,"2,581.14",GROW,10036XXXXX00003,ALUMINIZED COIL 00.80X1000
01 Invoice,111111111111111,ABC LTD.,TI5H0000349,8/28/2024,"35,506.76",8/1/2024,8/31/2024,"1,775.32",ARCH,10004XXXXX00003,COATED PIPE 0219.10X15.09 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000349,8/28/2024,"35,749.25",8/1/2024,8/31/2024,"1,787.48",ARCH,10004XXXXX00003,COATED PIPE 0219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000350,8/28/2024,"53,623.86",8/1/2024,8/31/2024,"2,681.18",ARCH,10004XXXXX00003,COATED PIPE 0219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000351,8/28/2024,"56,438.94",8/1/2024,8/31/2024,"2,821.95",CHIN,10025XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000356,8/29/2024,"72,552.03",8/1/2024,8/31/2024,"3,627.60",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000353,8/29/2024,"83,835.88",8/1/2024,8/31/2024,"4,191.79",MATR,10003XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000355,8/29/2024,"78,637.01",8/1/2024,8/31/2024,"3,931.85",MATR,10003XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000355,8/29/2024,"5,198.87",8/1/2024,8/31/2024,259.94,MATR,10003XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000358,8/29/2024,"26,889.62",8/1/2024,8/31/2024,"1,344.48",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000357,8/30/2024,"48,367.60",8/1/2024,8/31/2024,"2,418.38",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000360,8/30/2024,"72,552.03",8/1/2024,8/31/2024,"3,627.60",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000359,8/30/2024,"107,558.40",8/1/2024,8/31/2024,"5,377.92",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000361,8/30/2024,"137,992.17",8/1/2024,8/31/2024,"6,899.60",ARCH,10004XXXXX00003,COATED PIPE 0219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000362,8/30/2024,"52,536.80",8/1/2024,8/31/2024,"2,626.84",MATR,10003XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001770,8/31/2024,"68,800.37",8/1/2024,8/31/2024,"3,440.02",CAT,10003XXXXX00003,Rental Income SP - August month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001760,8/31/2024,"26,250.00",8/1/2024,8/31/2024,"1,312.50",GULF,10034XXXXX00003,Rental Income SP - August'24 billing
01 Invoice,111111111111111,ABC LTD.,TI70001761,8/31/2024,"14,650.12",8/1/2024,8/31/2024,732.51,GULF,10034XXXXX00003,Rental Income SP - August'24 billing
01 Invoice,111111111111111,ABC LTD.,TI70001735,8/31/2024,"5,115.00",8/1/2024,8/31/2024,255.75,SRH,10049XXXXX00003,Rental Income SP - August'24 Invoice
01 Invoice,111111111111111,ABC LTD.,TI70001787,8/31/2024,"12,320.24",8/1/2024,8/31/2024,616.01,AL B,10028XXXXX00003,Rental Income SP - Aug'24 Billing
01 Invoice,111111111111111,ABC LTD.,TI70001772,8/31/2024,"5,040.00",8/1/2024,8/31/2024,252.00,BRIG,10039XXXXX00003,Rental Income SP - August month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001779,8/31/2024,"7,509.96",8/1/2024,8/31/2024,375.50,AL B,10028XXXXX00003,Rental Income SP - Aug'24 Billing
01 Invoice,111111111111111,ABC LTD.,TI70001778,8/31/2024,990,8/1/2024,8/31/2024,49.50,AL B,10028XXXXX00003,Rental Income SP - Aug'24 Billing
01 Invoice,111111111111111,ABC LTD.,TI70001771,8/31/2024,"16,669.80",8/1/2024,8/31/2024,833.49,CAT,10003XXXXX00003,Rental Income SP - August month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001751,8/31/2024,"33,600.00",8/1/2024,8/31/2024,"1,680.00",HILL,10053XXXXX00003,Rental Income SP - August 2024
01 Invoice,111111111111111,ABC LTD.,TI70001752,8/31/2024,"3,360.00",8/1/2024,8/31/2024,168.00,HILL,10053XXXXX00003,Rental Income SP - August 2024
01 Invoice,111111111111111,ABC LTD.,TI70001758,8/31/2024,"11,863.60",8/1/2024,8/31/2024,593.18,HILA,10024XXXXX00003,Rental Income SP - August 2024
01 Invoice,111111111111111,ABC LTD.,TI10004975,8/31/2024,"34,595.00",8/1/2024,8/31/2024,"1,729.75",HILL,10053XXXXX00003,Rental Income SP - August 2024
01 Invoice,111111111111111,ABC LTD.,TI10004976,8/31/2024,"12,600.00",8/1/2024,8/31/2024,630,HILL,10053XXXXX00003,Rental Income SP- August 2024
01 Invoice,111111111111111,ABC LTD.,TI70001765,8/31/2024,"5,330.18",8/1/2024,8/31/2024,266.51,DUTC,10025XXXXX00003,Rental Income SP - August'24 Billing
01 Invoice,111111111111111,ABC LTD.,TI70001764,8/31/2024,"3,000.00",8/1/2024,8/31/2024,150.00,GREE,10030XXXXX00003,Rental Income SP - August'24 billing
