Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),VAT Amount AED,Customer Name,Customer TRN,Clear description of the supply,Reason of Out-of-Scope Sales treatment
01 Invoice,111111111111111,ABC LTD.,IN20012155,8/2/2024,8/1/2024,8/31/2024,105.00,-,ABJ,NAXXXXXNA,BQ PLATE 2.50X06.00X08.00 MM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012037,8/2/2024,8/1/2024,8/31/2024,"16,808.00",-,TRAV,10037XXXXX00003,ALUMINIZED COIL 01.00X1000,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000565,8/2/2024,8/1/2024,8/31/2024,"211,500.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012057,8/3/2024,8/1/2024,8/31/2024,"232,674.00",-,AUTO,10003XXXXX00003,HR PLATE 2.00X06.00X50.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012059,8/3/2024,8/1/2024,8/31/2024,"653,804.89",-,LAMP,10023XXXXX00003,"HR PLATE 3.00X12.00X12.00 MM
 Item 6",Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000567,8/4/2024,8/1/2024,8/31/2024,"211,500.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012071,8/5/2024,8/1/2024,8/31/2024,"66,128.40",-,WILL,10028XXXXX00003,HR PLATE 2.00X06.00X10.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012060,8/5/2024,8/1/2024,8/31/2024,"110,214.00",-,AUTO,10003XXXXX00003,HR PLATE 2.50X12.00X30.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012062,8/5/2024,8/1/2024,8/31/2024,"8,872.50",-,SCRA,10035XXXXX00003,PRODUCTION SCRAP,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012063,8/5/2024,8/1/2024,8/31/2024,"56,362.25",-,SCRA,10035XXXXX00003,SCRAP- PILES,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012061,8/5/2024,8/1/2024,8/31/2024,"34,750.00",-,Q ST,10053XXXXX00003,ARMOUR/BALLISTIC PLATE 1.50X03.00X04.20 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000572,8/5/2024,8/1/2024,8/31/2024,"225,903.70",-,TROU,10028XXXXX00003,COATED PIPE 1828.80X12.70 MMX12.00 M/T&C GULF,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000570,8/5/2024,8/1/2024,8/31/2024,"211,500.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000574,8/6/2024,8/1/2024,8/31/2024,"49,248.85",-,ARAB,10001XXXXX00003,Steel from pipe processing / production (solid scrap),Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012064,8/6/2024,8/1/2024,8/31/2024,"55,107.00",-,AUTO,10003XXXXX00003,HR PLATE 2.50X12.00X30.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000661,8/6/2024,8/1/2024,8/31/2024,"180,685.46",-,TROU,10028XXXXX00003,COATED PIPE 1828.80X12.70 MMX12.00 M/T&C GULF,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012049,8/7/2024,8/1/2024,8/31/2024,686.88,-,3C M,10038XXXXX00003,UPN 100X050X010.60 KG/MX12.00 M,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012070,8/7/2024,8/1/2024,8/31/2024,"68,671.80",-,WILL,10028XXXXX00003,HR PLATE 2.00X06.00X10.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012048,8/7/2024,8/1/2024,8/31/2024,41.5,-,3C M,10038XXXXX00003,ROUND BAR 020 MMX06.00 M,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012065,8/7/2024,8/1/2024,8/31/2024,"646,285.55",-,LAMP,10023XXXXX00003,"HR PLATE 3.00X11.00X10.00 MM
 Item 1",Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000584,8/7/2024,8/1/2024,8/31/2024,"225,828.71",-,TROU,10028XXXXX00003,COATED PIPE 1828.80X12.70 MMX12.00 M/T&C GULF,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000575,8/7/2024,8/1/2024,8/31/2024,"211,500.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000578,8/8/2024,8/1/2024,8/31/2024,"40,300.40",-,ARAB,10001XXXXX00003,Steel from pipe processing / production (solid scrap),Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012069,8/8/2024,8/1/2024,8/31/2024,"642,678.61",-,LAMP,10023XXXXX00003,"HR PLATE 3.00X11.00X10.00 MM
 Item 1",Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000576,8/8/2024,8/1/2024,8/31/2024,"211,500.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000662,8/8/2024,8/1/2024,8/31/2024,"224,628.87",-,TROU,10028XXXXX00003,COATED PIPE 1828.80X12.70 MMX12.00 M/T&C GULF,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012066,8/9/2024,8/1/2024,8/31/2024,"645,519.25",-,LAMP,10023XXXXX00003,"HR PLATE 3.00X11.50X08.00 MM
 Item 4",Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012067,8/9/2024,8/1/2024,8/31/2024,"232,024.92",-,LAMP,10023XXXXX00003,"HR PLATE 3.00X11.00X10.00 MM
 Item 5",Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000585,8/9/2024,8/1/2024,8/31/2024,"211,500.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000663,8/9/2024,8/1/2024,8/31/2024,"225,847.44",-,TROU,10028XXXXX00003,COATED PIPE 1828.80X12.70 MMX12.00 M/T&C GULF,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000582,8/9/2024,8/1/2024,8/31/2024,"253,800.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012068,8/10/2024,8/1/2024,8/31/2024,"220,690.89",-,DBMS,10000XXXXX00003,PFC 150X075X017.90 KG/MX12.00 M,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012072,8/10/2024,8/1/2024,8/31/2024,"10,173.60",-,WILL,10028XXXXX00003,HR PLATE 2.00X06.00X10.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012073,8/10/2024,8/1/2024,8/31/2024,"61,041.60",-,WILL,10028XXXXX00003,HR PLATE 2.00X06.00X10.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012093,8/12/2024,8/1/2024,8/31/2024,"68,671.80",-,WILL,10028XXXXX00003,HR PLATE 2.00X06.00X10.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012099,8/12/2024,8/1/2024,8/31/2024,"68,671.80",-,WILL,10028XXXXX00003,HR PLATE 2.00X06.00X10.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012074,8/12/2024,8/1/2024,8/31/2024,"23,089.50",-,SCRA,10035XXXXX00003,PRODUCTION SCRAP,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000586,8/12/2024,8/1/2024,8/31/2024,"211,500.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000664,8/12/2024,8/1/2024,8/31/2024,"225,603.73",-,TROU,10028XXXXX00003,COATED PIPE 1828.80X12.70 MMX12.00 M/T&C GULF,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012087,8/13/2024,8/1/2024,8/31/2024,"3,474.14",-,SCRA,10035XXXXX00003,PRODUCTION SCRAP,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012088,8/13/2024,8/1/2024,8/31/2024,"13,147.05",-,SCRA,10035XXXXX00003,RENTAL BEAMS SCRAP,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000665,8/13/2024,8/1/2024,8/31/2024,"225,922.43",-,TROU,10028XXXXX00003,COATED PIPE 1828.80X12.70 MMX12.00 M/T&C GULF,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012094,8/14/2024,8/1/2024,8/31/2024,"23,339.19",-,ASSE,10028XXXXX00003,HR PLATE 2.00X12.00X15.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012095,8/14/2024,8/1/2024,8/31/2024,"21,890.00",-,DANE,10000XXXXX00003,MS PLATE 2.00X12.00X12.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000666,8/14/2024,8/1/2024,8/31/2024,"224,703.86",-,TROU,10028XXXXX00003,COATED PIPE 1828.80X12.70 MMX12.00 M/T&C GULF,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000595,8/14/2024,8/1/2024,8/31/2024,"380,700.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012096,8/15/2024,8/1/2024,8/31/2024,"25,716.60",-,AUTO,10003XXXXX00003,MS PLATE 2.00X12.00X15.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012129,8/15/2024,8/1/2024,8/31/2024,"2,981,864.06",-,PETR,10001XXXXX00003,HR PLATE 3.00X12.00X25.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000597,8/15/2024,8/1/2024,8/31/2024,"253,800.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012098,8/17/2024,8/1/2024,8/31/2024,"9,834.48",-,KALH,10052XXXXX00003,HR PLATE 2.00X12.00X08.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000605,8/18/2024,8/1/2024,8/31/2024,"126,900.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000606,8/18/2024,8/1/2024,8/31/2024,"70,500.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012100,8/19/2024,8/1/2024,8/31/2024,"278,333.22",-,LAMP,10023XXXXX00003,"MS PLATE 2.50X12.00X10.00 MM
 item 21",Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012101,8/19/2024,8/1/2024,8/31/2024,"20,149.50",-,SCRA,10035XXXXX00003,RENTAL BEAMS SCRAP,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012106,8/20/2024,8/1/2024,8/31/2024,"1,101.75",-,MCDE,10003XXXXX00003,FB 050X06 MMX06.00 M,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012107,8/20/2024,8/1/2024,8/31/2024,"21,294.00",-,SCRA,10035XXXXX00003,REMELTABLE STEEL,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012108,8/20/2024,8/1/2024,8/31/2024,"196,000.00",-,Q ST,10053XXXXX00003,PLATE 1.50X03.00X06.50 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000698,8/22/2024,8/1/2024,8/31/2024,"42,300.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000624,8/22/2024,8/1/2024,8/31/2024,"253,800.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000636,8/23/2024,8/1/2024,8/31/2024,"169,200.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000631,8/23/2024,8/1/2024,8/31/2024,"53,575.47",-,GREE,10030XXXXX00003,COATED PIPE 0609.60X07.14 MMX12.00 M/GOG,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000677,8/24/2024,8/1/2024,8/31/2024,"338,400.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000697,8/25/2024,8/1/2024,8/31/2024,"42,300.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012130,8/26/2024,8/1/2024,8/31/2024,"5,802.72",-,SPEC,10004XXXXX00003,MS PLATE 2.00X06.00X10.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012131,8/26/2024,8/1/2024,8/31/2024,"1,109.20",-,SPEC,10004XXXXX00003,UPN 160X065X018.80 KG/MX11.80 M,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000629,8/27/2024,8/1/2024,8/31/2024,"3,210.00",-,AL A,10032XXXXX00003,PLASTIC SCRAP,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000645,8/27/2024,8/1/2024,8/31/2024,"169,200.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000646,8/27/2024,8/1/2024,8/31/2024,"42,300.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000670,8/27/2024,8/1/2024,8/31/2024,"169,200.00",-,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012135,8/28/2024,8/1/2024,8/31/2024,"364,890.00",-,Q ST,10053XXXXX00003,PLATE 1.50X03.00X06.50 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000658,8/29/2024,8/1/2024,8/31/2024,"31,167.80",-,GENE,10035XXXXX00003,MIX STEEL SCRAP,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012138,8/29/2024,8/1/2024,8/31/2024,"25,776.19",-,MARS,10060XXXXX00003,UPN 080X045X008.64 KG/MX12.00 M,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012156,8/29/2024,8/1/2024,8/31/2024,"288,556.15",-,NATI,10415XXXXX00003,HR PLATE 2.50X12.00X08.00 MM,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000672,8/29/2024,8/1/2024,8/31/2024,"233,064.00",-,EMPO,10038XXXXX00003,CSP 1117.60X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000691,8/29/2024,8/1/2024,8/31/2024,"155,376.00",-,EMPO,10038XXXXX00003,CSP 1117.60X12.70 MMX12.000 M/ELLIPS,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000701,8/30/2024,8/1/2024,8/31/2024,"225,941.20",-,TROU,10028XXXXX00003,COATED PIPE 1828.80X12.70 MMX12.00 M/T&C GULF,Supply of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012155,8/2/2024,8/1/2024,8/31/2024,"4,064.91",-,ABJ,NAXXXXXNA,BQ PLATE 2.50X06.00X08.00 MM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000562,8/2/2024,8/1/2024,8/31/2024,"540,569.38",-,ALBA,NAXXXXXNA,CSP 0925.00X21.00 MM /15.00 M/ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012032,8/4/2024,8/1/2024,8/31/2024,"75,184.21",-,ARCE,NAXXXXXNA,HEB 200X061.30 KG/MX11.80 M,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000590,8/4/2024,8/1/2024,8/31/2024,"266,312.36",-,ALBA,NAXXXXXNA,CSP 0925.00X21.00 MM /17.00 M/ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000591,8/4/2024,8/1/2024,8/31/2024,"255,326.16",-,ALBA,NAXXXXXNA,CSP 0925.00X21.00 MM /22.00 M/ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000592,8/4/2024,8/1/2024,8/31/2024,"252,952.69",-,ALBA,NAXXXXXNA,CSP 0925.00X21.00 MM /17.00 M/ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012047,8/6/2024,8/1/2024,8/31/2024,"17,424.00",-,FAIR,NAXXXXXNA,ALUMINIZED COIL 00.80X1000,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012043,8/7/2024,8/1/2024,8/31/2024,"1,066,596.73",-,ARCE,NAXXXXXNA,UB 610X229X125.10 KG/MX11.80 M,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012038,8/7/2024,8/1/2024,8/31/2024,"220,113.22",-,ARCE,NAXXXXXNA,AU25-(750X450X14.50 MM)X16.30 M/UCC,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012039,8/7/2024,8/1/2024,8/31/2024,"237,058.88",-,ARCE,NAXXXXXNA,AU25-(750X450X14.50 MM)X16.30 M/UCC/TYPE-A,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012040,8/7/2024,8/1/2024,8/31/2024,"237,058.88",-,ARCE,NAXXXXXNA,AU25-(750X450X14.50 MM)X16.30 M/UCC/TYPE-A,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012045,8/8/2024,8/1/2024,8/31/2024,"80,789.14",-,ARCE,NAXXXXXNA,UB 356X171X045.00 KG/MX11.80 M,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012044,8/8/2024,8/1/2024,8/31/2024,"172,019.53",-,ARCE,NAXXXXXNA,STEEL ROCK BOLTS-D90,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000611,8/9/2024,8/1/2024,8/31/2024,"113,714.72",-,AL R,NAXXXXXNA,CS TWO PIECE BEND DN1000 10.60 DEG,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000610,8/9/2024,8/1/2024,8/31/2024,"56,857.36",-,AL R,NAXXXXXNA,CS TWO PIECE BEND DN1000 19.04 DEG,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000612,8/9/2024,8/1/2024,8/31/2024,"116,224.43",-,AL R,NAXXXXXNA,AMP-SA-0129-REV 01-MR-2/2-IX,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000649,8/9/2024,8/1/2024,8/31/2024,"173,518.46",-,AL R,NAXXXXXNA,AMP-SA-0129-REV 01-MPS1-2/3-VIII,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000613,8/10/2024,8/1/2024,8/31/2024,"127,863.52",-,BRAN,NAXXXXXNA,CS TWO PIECE BEND DN2000 04.44 DEG,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000700,8/10/2024,8/1/2024,8/31/2024,"14,220.18",-,BRAN,NAXXXXXNA,"48"" 1219.20/09.53 MM/PUDDLE FLANGE",Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000603,8/11/2024,8/1/2024,8/31/2024,"229,174.39",-,AL R,NAXXXXXNA,COATED PIPE 0508.00X06.35 MMX12.00 M/NEOM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000604,8/11/2024,8/1/2024,8/31/2024,"229,739.85",-,AL R,NAXXXXXNA,COATED PIPE 0508.00X06.35 MMX12.00 M/NEOM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000651,8/11/2024,8/1/2024,8/31/2024,"483,932.97",-,ALBA,NAXXXXXNA,CSP 0925.00X21.00 MM /17.00 M/ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000593,8/14/2024,8/1/2024,8/31/2024,"266,312.36",-,ALBA,NAXXXXXNA,CSP 0925.00X21.00 MM /17.00 M/ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000667,8/15/2024,8/1/2024,8/31/2024,"306,541.33",-,AL R,NAXXXXXNA,COATED PIPE 0508.00X06.35 MMX12.00 M/NEOM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012097,8/17/2024,8/1/2024,8/31/2024,"351,638.35",-,ARCE,NAXXXXXNA,AU25-(750X450X14.50 MM)X16.30 M/UCC/TYPE-A,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012102,8/19/2024,8/1/2024,8/31/2024,"162,686.54",-,PION,NAXXXXXNA,SP 033.40X04.00 MM X06.00 M,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012103,8/19/2024,8/1/2024,8/31/2024,"161,302.48",-,PION,NAXXXXXNA,SP 406.40X30.00 MM X12.00 M,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000659,8/22/2024,8/1/2024,8/31/2024,"207,458.65",-,ALBA,NAXXXXXNA,CSP 0925.00X21.00 MM /15.00 M/ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000668,8/22/2024,8/1/2024,8/31/2024,"239,593.02",-,ALBA,NAXXXXXNA,CSP 0925.00X21.00 MM /17.00 M/ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000711,8/23/2024,8/1/2024,8/31/2024,"198,935.06",-,AL R,NAXXXXXNA,AMP-SA-0129-REV 01-MPS1-3/3-XIV,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000687,8/24/2024,8/1/2024,8/31/2024,"56,022.37",-,AL R,NAXXXXXNA,CSP 1117.60X12.70 MMX12.00 M/NEOM/240501,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012128,8/24/2024,8/1/2024,8/31/2024,"95,546.47",-,HEAV,NAXXXXXNA,AZ26-(0630X427X13.00 MMX097.80 KG/M)X11.80 M,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000688,8/24/2024,8/1/2024,8/31/2024,"66,943.54",-,AL R,NAXXXXXNA,CSP 1219.20X12.70 MMX12.000 M/NEOM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000689,8/24/2024,8/1/2024,8/31/2024,"47,192.73",-,AL R,NAXXXXXNA,CSP 1016.00X09.53 MMX12.00 M/NEOM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000690,8/24/2024,8/1/2024,8/31/2024,"47,192.73",-,AL R,NAXXXXXNA,CSP 1016.00X09.53 MMX12.00 M/NEOM,Export of Goods from DFZ.
