Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,111111111111111,ABC LTD.,2175816,9/9/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP renewal & Salary Update - Gurmej Singh,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175825,9/10/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP renewal & Salary Update - Gabbersingh,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175826,9/10/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Mangal Singh,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175824,9/10/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)-RP Renewal & salary update - Sukhdev Singh,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175817,9/10/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP renewal & Salary Update - Balaram Barik,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175875,9/20/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP renewal & Salary Update - Jenson Jacob,10,10.00,-
01 Invoice,111111111111111,ABC LTD.,2175874,9/20/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Bharatlal Patel,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175877,9/20/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E) - RP Renewal & Salary Update - Jaswant Singh,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175879,9/20/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP renewal & salary update - Achal Singh,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175882,9/20/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)-New employment visa & status change - Sunil Kumar Rajendra,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175878,9/20/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)-RP Renewal & salary update - Om Prakash Sah,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175880,9/20/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)-RP Renewal & salary update - Dharmnath Yogendra,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175881,9/20/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Rajendra Kushawaha,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175873,9/20/2024,9/30/2024,9/1/2024,9/30/2024,200,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Ranjeet Singh,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175762,9/3/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges -(E)- Saudi Visa - Neel Jatinbhai Mazmudar,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175773,9/5/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,OTHER SERVICES CHARGES-Service Charges,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175799,9/6/2024,9/30/2024,9/1/2024,9/30/2024,"1,000.00",DIRE,10035XXXXX00003,Testing&Certification Expenses – (E)-MOH Chemical License Renewal - AMDSTC HAMRIYAH,50,50.00,-
01 Invoice,111111111111111,ABC LTD.,2175925,9/23/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Shyam Kunvar Pal,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175926,9/23/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Rakesh Kumar,10,10.00,-
01 Invoice,111111111111111,ABC LTD.,2175928,9/23/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- New Employment Visa & status change - Deepakbhai Maheshbhai,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175939,9/25/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Suri Babu Doddi,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175940,9/25/2024,9/30/2024,9/1/2024,9/30/2024,200,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Dipak Paul,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175937,9/24/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E) - New Employment Visa & Chage statu & Designation modification - Ravindra Singh,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175938,9/24/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update & passport update - Gopakumar Govinda Pillai,10.00,10.00,-
01 Invoice,111111111111111,ABC LTD.,2175930,9/23/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Shreekrishna,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175931,9/23/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Trepan Singh,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175942,9/26/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Anujkumar Patel,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175944,9/26/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP REnewal & Salary Update - Rajnish Kumar Chaubey,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175943,9/26/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Ajay Kumar Patel,10,10,-
01 Invoice,111111111111111,ABC LTD.,2176001,9/30/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP REnewal & Salary Update - Rajnandan Singh,10,10,-
01 Invoice,111111111111111,ABC LTD.,2176002,9/30/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Raju Ram,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175941,9/25/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Arun Kumar Patel,10,10,-
01 Invoice,111111111111111,ABC LTD.,2175927,9/23/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,Visa Charges-(E)- RP Renewal & Salary Update - Pappu Kumar,10,10,-
01 Invoice,111111111111111,ABC LTD.,TSC/DXB/2024/0007399,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"1,615.00",TECH,10034XXXXX00003,OTHER SERVICES CHARGES,80.75,80.75,-
01 Invoice,111111111111111,ABC LTD.,4428,9/3/2024,9/30/2024,9/1/2024,9/30/2024,"19,680.00",AYOO,10036XXXXX00003,SERVICE & MAINTENANCE- Chain link fencing work,984,984.00,-
01 Invoice,111111111111111,ABC LTD.,14321444,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"11,351.60",OASI,10002XXXXX00003,Office Cleaning&Maintenance- Water - 5GLN - SEPT' 24,567.58,567.58,-
01 Invoice,111111111111111,ABC LTD.,R00963,9/25/2024,9/30/2024,9/1/2024,9/30/2024,125.00,PARA,10037XXXXX00003,"DOCUMENT CHARGES
 INV#R00963
 JAFZA TO HAFZA - PO50004925",6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,STM/0201/2024,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"76,895.60",STAR,10022XXXXX00003,TEMPORARY STAFF- Helper,"3,844.78","3,844.78",-
01 Invoice,111111111111111,ABC LTD.,R00955,9/24/2024,9/30/2024,9/1/2024,9/30/2024,125.00,PARA,10037XXXXX00003,"DOCUMENT CHARGES
 INV#R00955
 JAFZA TO HAFZA - PO50004925",6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,3193,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"67,583.60",SEA,10035XXXXX00003,TEMPORARY STAFF- FITTER,"3,379.18","3,379.18",-
01 Invoice,111111111111111,ABC LTD.,R00950,9/23/2024,9/30/2024,9/1/2024,9/30/2024,125.00,PARA,10037XXXXX00003,"DOCUMENT CHARGES
 INV#R00950
 JAFZA TO HAFZA - PO50004925",6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,161/SEPT/AMDF/24,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"342,883.00",AL S,10058XXXXX00003,TEMPORARY STAFF-Skilled helper,"17,144.15","17,144.15",-
01 Invoice,111111111111111,ABC LTD.,MFTC#1127,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"149,420.60",MOHD,10006XXXXX00003,TEMPORARY STAFF- EOT,"7,471.03","7,471.03",-
01 Invoice,111111111111111,ABC LTD.,AS24/1366,9/26/2024,9/30/2024,9/1/2024,9/30/2024,"2,254.60",AYSH,10054XXXXX00003,Stationary- Sep'24 stationery,112.73,112.73,-
01 Invoice,111111111111111,ABC LTD.,7778,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"11,200.00",EXPR,10036XXXXX00003,Office Cleaning&Maintenance-CLEANING SERVICE- SEP'24,560,560.00,-
01 Invoice,111111111111111,ABC LTD.,33546,9/13/2024,9/30/2024,9/1/2024,9/30/2024,700.00,RICH,10000XXXXX00003,"Printing Charges- Log Book- 2/2 color, 10 books",35,35,-
01 Invoice,111111111111111,ABC LTD.,696082,9/18/2024,9/30/2024,9/1/2024,9/30/2024,"1,985.00",GRAN,10024XXXXX00003,Toner and Catridge-Kyocera 5054ci-Tk8555 Black,99.25,99.25,-
01 Invoice,111111111111111,ABC LTD.,RI 24025960,9/27/2024,9/30/2024,9/1/2024,9/30/2024,"18,500.00",BURE,10001XXXXX00003,TPI-RESIDENT INSPECTORS-HF,925,925,-
01 Invoice,111111111111111,ABC LTD.,RI24021606,8/20/2024,9/30/2024,9/1/2024,9/30/2024,740.00,BURE,10001XXXXX00003,TPI-RESIDENT INSPECTORS-HF,37,37,-
01 Invoice,111111111111111,ABC LTD.,RI24021607,8/20/2024,9/30/2024,9/1/2024,9/30/2024,"18,500.00",BURE,10001XXXXX00003,TPI-RESIDENT INSPECTORS-HF,925,925,-
01 Invoice,111111111111111,ABC LTD.,2024274,9/17/2024,9/30/2024,9/1/2024,9/30/2024,"2,700.00",WINT,10038XXXXX00003,REPAIR & MAINTENANCE,135,135,-
01 Invoice,111111111111111,ABC LTD.,13540,9/12/2024,9/30/2024,9/1/2024,9/30/2024,"15,390.00",FAKH,10006XXXXX00003,NYLON ROPE 16MM,769.5,769.5,-
01 Invoice,111111111111111,ABC LTD.,2024/13483,9/9/2024,9/30/2024,9/1/2024,9/30/2024,"35,984.00",FAKH,10006XXXXX00003,LED FLOOD LIGHT 1000 WATT,"1,799.20","1,799.20",-
01 Invoice,111111111111111,ABC LTD.,13480,9/9/2024,9/30/2024,9/1/2024,9/30/2024,60.00,FAKH,10006XXXXX00003,SURGICAL HAND GLOVES 100,3,3,-
01 Invoice,111111111111111,ABC LTD.,13415,9/5/2024,9/30/2024,9/1/2024,9/30/2024,"1,770.00",FAKH,10006XXXXX00003,GRINDING MACHINE AG-7 DEWALT,88.5,88.5,-
01 Invoice,111111111111111,ABC LTD.,13421,9/5/2024,9/30/2024,9/1/2024,9/30/2024,570.00,FAKH,10006XXXXX00003,M-SEAL,28.5,28.5,-
01 Invoice,111111111111111,ABC LTD.,13373,9/3/2024,9/30/2024,9/1/2024,9/30/2024,350.00,FAKH,10006XXXXX00003,RACHET HANDLE 3/4'',17.5,17.5,-
01 Invoice,111111111111111,ABC LTD.,13730,9/24/2024,9/30/2024,9/1/2024,9/30/2024,"13,410.00",FAKH,10006XXXXX00003,NYLON ROPE 16MM,670.5,670.5,-
01 Invoice,111111111111111,ABC LTD.,13642,9/19/2024,9/30/2024,9/1/2024,9/30/2024,830.00,FAKH,10006XXXXX00003,BINDING WIRE,41.5,41.5,-
01 Invoice,111111111111111,ABC LTD.,13641,9/19/2024,9/30/2024,9/1/2024,9/30/2024,"2,130.00",FAKH,10006XXXXX00003,"PORTABLE BLOWER EXHAUST FAN 18""",106.5,106.5,-
01 Invoice,111111111111111,ABC LTD.,2024/13500,9/10/2024,9/30/2024,9/1/2024,9/30/2024,225.00,FAKH,10006XXXXX00003,HOLE SAW CUTTER 50 MM,11.25,11.25,-
01 Invoice,111111111111111,ABC LTD.,13549,9/12/2024,9/30/2024,9/1/2024,9/30/2024,"2,250.00",FAKH,10006XXXXX00003,FLAW DETECTOR CLEANER/1 400ML AMBERSIL,112.5,112.5,-
01 Invoice,111111111111111,ABC LTD.,13527,9/11/2024,9/30/2024,9/1/2024,9/30/2024,293.00,FAKH,10006XXXXX00003,ALLEN BOLT 8 MM X 50 MM LG,14.65,14.65,-
01 Invoice,111111111111111,ABC LTD.,13547,9/12/2024,9/30/2024,9/1/2024,9/30/2024,105.00,FAKH,10006XXXXX00003,Y STAINER 1'',5.25,5.25,-
01 Invoice,111111111111111,ABC LTD.,13603,9/16/2024,9/30/2024,9/1/2024,9/30/2024,"1,005.00",FAKH,10006XXXXX00003,MAP GAS EXPRESS TORCH-555,50.25,50.25,-
01 Invoice,111111111111111,ABC LTD.,18841,9/14/2024,9/30/2024,9/1/2024,9/30/2024,"52,170.00",FAST,10021XXXXX00003,DIGITAL PIPE END COVER WITH AM LOGO - OD 180CM,"2,608.50","2,608.50",-
01 Invoice,111111111111111,ABC LTD.,1638,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"23,800.00",AL I,10056XXXXX00003,"Rental Charges - 
 22 Seater from Ajman - Hamriyah freezone - daily two round trips - Sept '24
  
 30 Seater from UAQ - Hamriyah freezone - daily two round trips - Sept '24
  
 66 Seater inside Hamriyah freezone - daily two round trips - Sept '24","1,190.00","1,190.00",-
01 Invoice,111111111111111,ABC LTD.,1639,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"7,200.00",AL I,10056XXXXX00003,Rental Charges- Double Cabin Pick up with driver and fuel - Sept '24,360,360,-
01 Invoice,111111111111111,ABC LTD.,1609,8/31/2024,9/30/2024,9/1/2024,9/30/2024,"1,000.00",AL I,10056XXXXX00003,"Rental Charges - Extra Trips - Aug '24
 
 Sunday trips - 11/08/24 & 25/08/24",50,50,-
01 Invoice,111111111111111,ABC LTD.,3930,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"3,300.00",FAIS,10002XXXXX00003,Yard Expenses- Sweet & Salt Water - Sept' 24,165,165,-
01 Invoice,111111111111111,ABC LTD.,SI2024/03847,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"5,950.00",MRAI,10007XXXXX00003,Sewage Tanker Service- Sewage removal - Sept' 24,297.5,297.5,-
01 Invoice,111111111111111,ABC LTD.,2180-32-000004839,9/19/2024,9/30/2024,9/1/2024,9/30/2024,"27,500.00",ENSU,10024XXXXX00003,IT Expenses- License subscription,"1,375.00","1,375.00",-
01 Invoice,111111111111111,ABC LTD.,61,9/18/2024,9/30/2024,9/1/2024,9/30/2024,"41,650.00",SAAD,10403XXXXX00003,"CIVIL WORK CUSTOM COATING - ROOMS / CABINS
 - OVEN APPLICATION CABIN 
 - STORE OFFICE
 - EPOXY STORAGE ROOM","2,082.50","2,082.50",-
01 Invoice,111111111111111,ABC LTD.,RV-104-2024,9/23/2024,9/30/2024,9/1/2024,9/30/2024,"71,100.00",LIJA,10035XXXXX00003,WIND DRIVEN VENTILATORS,"3,555.00","3,555.00",-
01 Invoice,111111111111111,ABC LTD.,404,9/2/2024,9/30/2024,9/1/2024,9/30/2024,"111,604.80",SAAD,10403XXXXX00003,PEDESTRIAN AND ROARD ROUTE - ICP,"5,580.24","5,580.24",-
01 Invoice,111111111111111,ABC LTD.,9010015455,9/18/2024,9/30/2024,9/1/2024,9/30/2024,"64,600.00",OASI,0XXXXX0,CAPITAL -MACHINERY,"3,230.00","3,230.00",-
01 Invoice,111111111111111,ABC LTD.,"SID20686,SID20706,SID20749",8/29/2024,9/30/2024,9/1/2024,9/30/2024,"51,750.00",MAXW,10036XXXXX00003,GATE BARRIERS,"2,587.50","2,587.50",-
01 Invoice,111111111111111,ABC LTD.,AMT 09-2402-2024,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"4,000.00",AL M,10037XXXXX00003,Forklift 15 Ton with Operator with Fuel Day,200,200.00,-
01 Invoice,111111111111111,ABC LTD.,CD8624022354,9/14/2024,9/30/2024,9/1/2024,9/30/2024,"170,000.00",JOTU,10005XXXXX00003,JOTA PIPE DL 3002 /15 S BLUE SMOOTH,"8,500.00","8,500.00",-
01 Invoice,111111111111111,ABC LTD.,SI240343,9/25/2024,9/30/2024,9/1/2024,9/30/2024,"69,117.80",OOSC,10025XXXXX00003,COATINGCHGOOSC,"3,455.89","3,455.89",-
01 Invoice,111111111111111,ABC LTD.,CD8624022353,9/14/2024,9/30/2024,9/1/2024,9/30/2024,"267,020.00",JOTU,10005XXXXX00003,JOTA PIPE HT 1020 /21 S GREY SMOOTH,"13,351.00","13,351.00",-
01 Invoice,111111111111111,ABC LTD.,CD8624021824,9/9/2024,9/30/2024,9/1/2024,9/30/2024,"85,840.00",JOTU,10005XXXXX00003,EPOXY J-PIPE AC-1003 50S GREEN,"4,292.00","4,292.00",-
01 Invoice,111111111111111,ABC LTD.,GSA-A007-240273,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"54,088.20",CLOU,10454XXXXX00003,OTHER SERVICES CHARGES,"2,704.41","2,704.41",-
01 Invoice,111111111111111,ABC LTD.,SI2478624,9/2/2024,9/30/2024,9/1/2024,9/30/2024,"14,050.00",‎‪‪‪,10435XXXXX00003,SERVICE & MAINTENANCE,702.5,702.5,-
01 Invoice,111111111111111,ABC LTD.,SI2478651,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"1,710.00",‎‪‪‪,10435XXXXX00003,"AVR 320 KVA DG,MAKE-CUMINS",85.5,85.5,-
01 Invoice,111111111111111,ABC LTD.,72239,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"32,550.00",PROF,10056XXXXX00003,TEMPORARY STAFF-Sep'24 security guards,"1,627.50","1,627.50",-
01 Invoice,111111111111111,ABC LTD.,CD8624021192,9/3/2024,9/30/2024,9/1/2024,9/30/2024,"268,920.00",JOTU,10005XXXXX00003,JOTA PIPE HT 1020 /21 S GREY SMOOTH,"13,446.00","13,446.00",-
01 Invoice,111111111111111,ABC LTD.,CD8624022361,9/14/2024,9/30/2024,9/1/2024,9/30/2024,"4,100.00",JOTU,10005XXXXX00003,EPOXY REPAIR KIT J-PIPE RC 490,205,205,-
01 Invoice,111111111111111,ABC LTD.,CD5524095152,9/10/2024,9/30/2024,9/1/2024,9/30/2024,"3,816.00",JOTU,10001XXXXX00003,RESIST 86 PAINT,190.80,190.80,-
