Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Amount AED (before VAT),Reporting period from,Reporting period to,VAT Amount AED,Customer Name,Customer TRN,Clear description of the supply
01 Invoice,111111111111111,ABC LTD.,TI5H0000445,9/20/2024,"184,777.81",9/1/2024,9/30/2024,"9,238.89",AL A,10032XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000443,9/20/2024,"195,597.16",9/1/2024,9/30/2024,"9,779.86",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000444,9/20/2024,"56,439.24",9/1/2024,9/30/2024,"2,821.96",CHIN,10025XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000450,9/21/2024,"109,508.19",9/1/2024,9/30/2024,"5,475.41",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI20000263,9/23/2024,"7,420.85",9/1/2024,9/30/2024,371.04,ABU,10003XXXXX00003,"Custom Duty Charges 5% with Vat
 First Lot"
01 Invoice,111111111111111,ABC LTD.,TI5H0000453,9/23/2024,"184,777.81",9/1/2024,9/30/2024,"9,238.89",AL A,10032XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000454,9/23/2024,"56,439.24",9/1/2024,9/30/2024,"2,821.96",CHIN,10025XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000456,9/24/2024,"40,830.13",9/1/2024,9/30/2024,"2,041.51",ROBT,10027XXXXX00003,COATED PIPE 273.10X22.23 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000456,9/24/2024,"27,671.19",9/1/2024,9/30/2024,"1,383.56",ROBT,10027XXXXX00003,COATED PIPE 273.10X26.58 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000458,9/24/2024,"24,442.87",9/1/2024,9/30/2024,"1,222.14",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000457,9/24/2024,"86,686.03",9/1/2024,9/30/2024,"4,334.30",HIAP,10036XXXXX00003,COATED PIPE 0914.40X09.53 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000460,9/24/2024,"130,029.34",9/1/2024,9/30/2024,"6,501.47",HIAP,10036XXXXX00003,COATED PIPE 0914.40X09.53 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000455,9/24/2024,"110,866.64",9/1/2024,9/30/2024,"5,543.33",AL A,10032XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI20000264,9/25/2024,236.07,9/1/2024,9/30/2024,11.80,ARCE,Not AXXXXXcable,Documentation Expenses
01 Invoice,111111111111111,ABC LTD.,TI20000265,9/25/2024,20.82,9/1/2024,9/30/2024,1.04,ARCE,Not AXXXXXcable,Documentation Expenses
01 Invoice,111111111111111,ABC LTD.,TI5H0000461,9/25/2024,"44,086.37",9/1/2024,9/30/2024,"2,204.32",ROBT,10027XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000462,9/25/2024,"140,864.95",9/1/2024,9/30/2024,"7,043.25",HIAP,10036XXXXX00003,COATED PIPE 0914.40X09.53 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000459,9/25/2024,"56,439.24",9/1/2024,9/30/2024,"2,821.96",CHIN,10025XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001808,9/26/2024,"2,846.15",9/1/2024,9/30/2024,142.31,ISAM,10054XXXXX00003,Documentation Expenses
01 Invoice,111111111111111,ABC LTD.,TI5H0000466,9/26/2024,"108,357.53",9/1/2024,9/30/2024,"5,417.88",HIAP,10036XXXXX00003,COATED PIPE 0914.40X09.53 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000464,9/26/2024,"36,955.70",9/1/2024,9/30/2024,"1,847.79",AL A,10032XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000463,9/26/2024,"2,539.66",9/1/2024,9/30/2024,126.98,AL A,10032XXXXX00003,COATED PIPE 088.90X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000465,9/26/2024,"194,270.86",9/1/2024,9/30/2024,"9,713.54",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001808,9/26/2024,"28,728.00",9/1/2024,9/30/2024,"1,436.40",ISAM,10054XXXXX00003,ALUMINIZED COIL 00.80X1000
01 Invoice,111111111111111,ABC LTD.,TI70001808,9/26/2024,"28,200.00",9/1/2024,9/30/2024,"1,410.00",ISAM,10054XXXXX00003,ALUMINIZED COIL 01.00X1000
01 Invoice,111111111111111,ABC LTD.,TI5H0000469,9/27/2024,"14,625.00",9/1/2024,9/30/2024,731.25,MIDD,10038XXXXX00003,TABREED SPOOLS- LOT-28-INCTD
01 Invoice,111111111111111,ABC LTD.,TI5H0000469,9/27/2024,"13,616.00",9/1/2024,9/30/2024,680.80,MIDD,10038XXXXX00003,TABREED SPOOLS- LOT-28-EXCTD
01 Invoice,111111111111111,ABC LTD.,TI5H0000470,9/27/2024,"22,043.26",9/1/2024,9/30/2024,"1,102.16",ROBT,10027XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000468,9/27/2024,"99,816.24",9/1/2024,9/30/2024,"4,990.81",KENT,10025XXXXX00003,COATED PIPE 355.60X07.92 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000467,9/27/2024,"97,521.93",9/1/2024,9/30/2024,"4,876.10",HIAP,10036XXXXX00003,COATED PIPE 0914.40X09.53 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000471,9/27/2024,"18,341.35",9/1/2024,9/30/2024,917.07,CHIN,10025XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000472,9/28/2024,"140,864.95",9/1/2024,9/30/2024,"7,043.25",HIAP,10036XXXXX00003,COATED PIPE 0914.40X09.53 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000473,9/28/2024,"388,541.71",9/1/2024,9/30/2024,"19,427.09",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001809,9/30/2024,"68,299.64",9/1/2024,9/30/2024,"3,414.98",WADE,10024XXXXX00003,Rental Income SP - Sept'24 Billing
01 Invoice,111111111111111,ABC LTD.,TI70001810,9/30/2024,"4,000.00",9/1/2024,9/30/2024,200.00,WADE,10024XXXXX00003,Rental Income SP - Sept'24 Billing
01 Invoice,111111111111111,ABC LTD.,TI70001811,9/30/2024,"2,266.70",9/1/2024,9/30/2024,113.34,WADE,10024XXXXX00003,Rental Income SP - Sept'24 Invoice
