Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Amount AED (before VAT),Reporting period from,Reporting period to,VAT Amount AED,Customer Name,Customer TRN,Clear description of the supply
01 Invoice,111111111111111,ABC LTD.,TI10004958,6/4/2024,772.80,6/1/2024,6/30/2024,38.64,AL B,10039XXXXX00003,AU25-SHORT LENGTH-2.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004958,6/4/2024,"2,318.40",6/1/2024,6/30/2024,115.92,AL B,10039XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X06.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004958,6/4/2024,"2,472.96",6/1/2024,6/30/2024,123.65,AL B,10039XXXXX00003,AU25-SHORT LENGTH-6.40 M
01 Invoice,111111111111111,ABC LTD.,TI10004958,6/4/2024,"1,391.04",6/1/2024,6/30/2024,69.55,AL B,10039XXXXX00003,AU25-SHORT LENGTH-3.60 M
01 Invoice,111111111111111,ABC LTD.,TI10004958,6/4/2024,"9,273.60",6/1/2024,6/30/2024,463.68,AL B,10039XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X12.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004958,6/4/2024,600.00,6/1/2024,6/30/2024,30.00,AL B,10039XXXXX00003,Rental Damages Claim
01 Invoice,111111111111111,ABC LTD.,TI70001481,06/04/2024,"24,000.00",6/1/2024,6/30/2024,"1,200.00",PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI10004958,6/4/2024,"3,258.72",6/1/2024,6/30/2024,162.94,AL B,10039XXXXX00003,C9X09.30 KG/MX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004958,6/4/2024,"3,348.00",6/1/2024,6/30/2024,167.40,AL B,10039XXXXX00003,C9X09.30 KG/MX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI5H0000186,6/4/2024,"9,163.40",6/1/2024,6/30/2024,458.17,GALF,10002XXXXX00003,COATED PIPE 168.30X10.97 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000187,6/4/2024,"244,915.61",6/1/2024,6/30/2024,"12,245.78",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001482,6/5/2024,"21,600.00",6/1/2024,6/30/2024,"1,080.00",PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000184,6/5/2024,"103,555.70",6/1/2024,6/30/2024,"5,177.79",AL F,10025XXXXX00003,COATED PIPE 168.30X07.11 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000188,6/5/2024,"72,993.73",6/1/2024,6/30/2024,"3,649.69",MATR,10003XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000189,6/5/2024,"227,959.95",6/1/2024,6/30/2024,"11,398.00",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001483,6/6/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000190,6/6/2024,"127,127.23",6/1/2024,6/30/2024,"6,356.36",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000191,6/6/2024,"120,086.50",6/1/2024,6/30/2024,"6,004.33",MATR,10003XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000192,6/6/2024,"79,547.21",6/1/2024,6/30/2024,"3,977.36",AJMA,10006XXXXX00003,COATED PIPE 0114.30X06.02 MM
01 Invoice,111111111111111,ABC LTD.,TI70001484,6/7/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000193,6/7/2024,"127,127.23",6/1/2024,6/30/2024,"6,356.36",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001485,6/8/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000194,6/8/2024,"127,127.23",6/1/2024,6/30/2024,"6,356.36",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000195,6/8/2024,"132,541.05",6/1/2024,6/30/2024,"6,627.05",MATR,10003XXXXX00003,COATED PIPE 219.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI70001486,6/10/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000199,6/10/2024,"43,405.33",6/1/2024,6/30/2024,"2,170.27",MATR,10003XXXXX00003,COATED PIPE 219.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000198,6/10/2024,"26,209.12",6/1/2024,6/30/2024,"1,310.46",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000196,06/10/2024,"25,425.66",6/1/2024,6/30/2024,"1,271.28",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000197,6/10/2024,"101,782.07",6/1/2024,6/30/2024,"5,089.10",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001487,6/11/2024,"29,955.60",6/1/2024,6/30/2024,"1,497.78",WATE,10020XXXXX00003,MS PLATE 2.50X12.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001487,6/11/2024,"2,474.08",6/1/2024,6/30/2024,123.70,WATE,10020XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI70001489,6/12/2024,"30,586.38",6/1/2024,6/30/2024,"1,529.32",DENH,10020XXXXX00003,HEA 100X016.70 KG/MX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001488,6/12/2024,"8,496.00",6/1/2024,6/30/2024,424.80,SPEC,10034XXXXX00003,UPN 300X100X046.20 KG/MX11.80 M
01 Invoice,111111111111111,ABC LTD.,TI70001495,6/12/2024,"64,324.50",6/1/2024,6/30/2024,"3,216.23",DENH,10020XXXXX00003,UNEQUAL ANGLE 150X100X10.00 MMX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001489,6/12/2024,"22,693.90",6/1/2024,6/30/2024,"1,134.70",DENH,10020XXXXX00003,HEB 240X083.20 KG/MX11.80 M
01 Invoice,111111111111111,ABC LTD.,TI70001488,6/12/2024,424.8,6/1/2024,6/30/2024,21.24,SPEC,10034XXXXX00003,Documentation Expenses
01 Invoice,111111111111111,ABC LTD.,TI5H0000200,6/12/2024,"3,978.00",6/1/2024,6/30/2024,198.90,MIDD,10038XXXXX00003,TABREED SPOOLS- LOT-26-INCTD
01 Invoice,111111111111111,ABC LTD.,TI5H0000200,6/12/2024,"3,128.00",6/1/2024,6/30/2024,156.40,MIDD,10038XXXXX00003,TABREED SPOOLS- LOT-26-EXCTD
01 Invoice,111111111111111,ABC LTD.,TI70001490,6/13/2024,"75,721.75",6/1/2024,6/30/2024,"3,786.09",DENH,10020XXXXX00003,EQUAL ANGLE 070X070X10.00 MMX06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001493,6/13/2024,"3,740.00",6/1/2024,6/30/2024,187.00,GULF,10034XXXXX00003,Transport Charges - FOR LOT 2
01 Invoice,111111111111111,ABC LTD.,TI70001499,6/13/2024,"7,200.00",6/1/2024,6/30/2024,360.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI70001500,6/13/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000202,6/13/2024,"127,225.06",6/1/2024,6/30/2024,"6,361.25",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000203,6/13/2024,"76,334.89",6/1/2024,6/30/2024,"3,816.74",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001492,6/14/2024,"101,736.00",6/1/2024,6/30/2024,"5,086.80",C I,10054XXXXX00003,MS PLATE 2.00X12.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001492,6/14/2024,"4,239.00",6/1/2024,6/30/2024,211.95,C I,10054XXXXX00003,MS PLATE 2.00X06.00X15.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001494,6/14/2024,"27,129.60",6/1/2024,6/30/2024,"1,356.48",C I,10054XXXXX00003,MS PLATE 2.00X12.00X12.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001494,6/14/2024,"45,216.00",6/1/2024,6/30/2024,"2,260.80",C I,10054XXXXX00003,MS PLATE 2.00X12.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001494,6/14/2024,"28,260.00",6/1/2024,6/30/2024,"1,413.00",C I,10054XXXXX00003,MS PLATE 2.00X12.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001491,6/14/2024,"43,125.00",6/1/2024,6/30/2024,"2,156.25",JUPI,10035XXXXX00003,TRENCH SHEET 400MMX03.80 MMX14.82 KG/MX 05.85 M
01 Invoice,111111111111111,ABC LTD.,TI5H0000201,6/14/2024,"36,878.58",6/1/2024,6/30/2024,"1,843.93",ROBT,10027XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI70001498,6/19/2024,"222,124.32",6/1/2024,6/30/2024,"11,106.22",LUCK,10037XXXXX00003,IPEO 360X066.00 KG/MX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004959,6/19/2024,"62,791.20",6/1/2024,6/30/2024,"3,139.56",COSM,10036XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X12.00 M - Sacrificial Material of 9pcs - SPR336
01 Invoice,111111111111111,ABC LTD.,TI70001504,6/19/2024,"2,805.00",6/1/2024,6/30/2024,140.25,GULF,10034XXXXX00003,Transport Charges - Return Material received in 3 Trailer - arranged by ArcelorMittal
01 Invoice,111111111111111,ABC LTD.,TI70001501,6/19/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000208,6/19/2024,"127,225.57",6/1/2024,6/30/2024,"6,361.28",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001496,6/20/2024,"1,646.68",6/1/2024,6/30/2024,82.33,PREC,10055XXXXX00003,Rental Income SP - June month Invoice - Afgreement duration was for 3 months
01 Invoice,111111111111111,ABC LTD.,TI70001497,6/20/2024,"3,960.00",6/1/2024,6/30/2024,198.00,ARCO,10007XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X09.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001503,6/20/2024,"3,402.00",6/1/2024,6/30/2024,170.10,ALME,10032XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X05.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001503,6/20/2024,"4,101.00",6/1/2024,6/30/2024,205.05,ALME,10032XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X08.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001503,6/20/2024,800,6/1/2024,6/30/2024,40.00,ALME,10032XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X01.50 M
01 Invoice,111111111111111,ABC LTD.,TI70001502,6/20/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI70001503,6/20/2024,"1,697.00",6/1/2024,6/30/2024,84.85,ALME,10032XXXXX00003,"Rental Damages Claim - Repair, U-bend charges"
01 Invoice,111111111111111,ABC LTD.,TI5H0000204,6/20/2024,"22,915.89",6/1/2024,6/30/2024,"1,145.79",GALF,10002XXXXX00003,COATED PIPE 0088.90X06.35 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000204,6/20/2024,"3,220.23",6/1/2024,6/30/2024,161.01,GALF,10002XXXXX00003,COATED PIPE 114.30X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000205,6/20/2024,"27,088.16",6/1/2024,6/30/2024,"1,354.41",GALF,10002XXXXX00003,COATED PIPE 114.30X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000209,6/20/2024,"127,225.57",6/1/2024,6/30/2024,"6,361.28",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000204,6/20/2024,"7,986.68",6/1/2024,6/30/2024,399.33,GALF,10002XXXXX00003,COATED PIPE 0088.90X04.78 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000206,6/20/2024,"150,074.85",6/1/2024,6/30/2024,"7,503.74",ROBT,10027XXXXX00003,COATED PIPE 168.30X09.53 MM
01 Invoice,111111111111111,ABC LTD.,TI70001506,6/21/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000207,6/21/2024,"12,293.39",6/1/2024,6/30/2024,614.67,ROBT,10027XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000210,6/21/2024,"127,225.57",6/1/2024,6/30/2024,"6,361.28",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000211,6/22/2024,"218,559.47",6/1/2024,6/30/2024,"10,927.97",AL A,10032XXXXX00003,COATED PIPE 168.30X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI70001514,6/24/2024,"8,000.00",6/1/2024,6/30/2024,400.00,KABR,10028XXXXX00003,IPE 600X122.00 KG/MX02.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001514,6/24/2024,700,6/1/2024,6/30/2024,35.00,KABR,10028XXXXX00003,IPE 360X057.10 KG/MX01.50 M
01 Invoice,111111111111111,ABC LTD.,TI70001505,6/24/2024,"14,400.00",6/1/2024,6/30/2024,720.00,HYDR,10007XXXXX00003,TRENCH SHEET 400MMX03.80 MMX14.82 KG/MX 05.85 M
01 Invoice,111111111111111,ABC LTD.,TI70001507,6/24/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000213,6/24/2024,"127,225.06",6/1/2024,6/30/2024,"6,361.25",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000214,6/24/2024,"127,225.06",6/1/2024,6/30/2024,"6,361.25",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000212,6/24/2024,"104,838.21",6/1/2024,6/30/2024,"5,241.91",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001508,6/25/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI70001509,6/25/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000215,6/25/2024,"127,225.57",6/1/2024,6/30/2024,"6,361.28",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000216,6/25/2024,"38,377.77",6/1/2024,6/30/2024,"1,918.89",AL A,10032XXXXX00003,COATED PIPE 114.30X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000216,6/25/2024,"32,719.35",6/1/2024,6/30/2024,"1,635.97",AL A,10032XXXXX00003,COATED PIPE 114.30X08.56 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000216,6/25/2024,"108,103.02",6/1/2024,6/30/2024,"5,405.15",AL A,10032XXXXX00003,COATED PIPE 088.90X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000216,6/25/2024,"100,708.42",6/1/2024,6/30/2024,"5,035.42",AL A,10032XXXXX00003,COATED PIPE 114.30X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI10004960,6/26/2024,252,6/1/2024,6/30/2024,12.60,E T,10039XXXXX00003,C9X09.30 KG/MX03.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004960,6/26/2024,"62,660.70",6/1/2024,6/30/2024,"3,133.04",E T,10039XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X14.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004960,6/26/2024,"60,887.54",6/1/2024,6/30/2024,"3,044.38",E T,10039XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X12.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004960,6/26/2024,"29,319.64",6/1/2024,6/30/2024,"1,465.98",E T,10039XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X14.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004960,6/26/2024,"57,618.90",6/1/2024,6/30/2024,"2,880.95",E T,10039XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X14.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004960,6/26/2024,"16,007.55",6/1/2024,6/30/2024,800.38,E T,10039XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X14.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004960,6/26/2024,"123,815.52",6/1/2024,6/30/2024,"6,190.78",E T,10039XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X12.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004960,6/26/2024,"10,258.20",6/1/2024,6/30/2024,512.91,E T,10039XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001513,6/26/2024,"35,500.00",6/1/2024,6/30/2024,"1,775.00",ISLA,10021XXXXX00003,TRENCH SHEET 400MMX03.80 MMX14.82 KG/MX 05.85 M
01 Invoice,111111111111111,ABC LTD.,TI10004960,6/26/2024,484,6/1/2024,6/30/2024,24.20,E T,10039XXXXX00003,C9X09.30 KG/MX14.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001510,6/26/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI20000256,6/26/2024,"2,798.08",6/1/2024,6/30/2024,139.90,NMDC,10026XXXXX00003,Cutting Charges
01 Invoice,111111111111111,ABC LTD.,TI10004960,6/26/2024,"40,800.00",6/1/2024,6/30/2024,"2,040.00",E T,10039XXXXX00003,Rental Damages Claim - DISMANTLING CHARGES
01 Invoice,111111111111111,ABC LTD.,TI10004960,6/26/2024,"29,400.00",6/1/2024,6/30/2024,"1,470.00",E T,10039XXXXX00003,Rental Damages Claim - U-BEND CHARGES
01 Invoice,111111111111111,ABC LTD.,TI5H0000217,6/26/2024,"29,969.90",6/1/2024,6/30/2024,"1,498.50",ROBT,10027XXXXX00003,COATED PIPE 168.30X08.74 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000217,6/26/2024,"18,009.24",6/1/2024,6/30/2024,900.46,ROBT,10027XXXXX00003,COATED PIPE 168.30X09.53 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000217,6/26/2024,"102,375.21",6/1/2024,6/30/2024,"5,118.76",ROBT,10027XXXXX00003,COATED PIPE 168.30X09.53 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000219,6/26/2024,"127,252.50",6/1/2024,6/30/2024,"6,362.63",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000220,6/26/2024,"127,252.50",6/1/2024,6/30/2024,"6,362.63",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000218,6/26/2024,"131,047.33",6/1/2024,6/30/2024,"6,552.37",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001511,6/27/2024,"4,800.00",6/1/2024,6/30/2024,240.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000222,6/27/2024,"47,940.80",6/1/2024,6/30/2024,"2,397.04",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000222,6/27/2024,"2,960.20",6/1/2024,6/30/2024,148.01,PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000221,6/27/2024,"110,840.21",6/1/2024,6/30/2024,"5,542.01",AL A,10032XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000221,6/27/2024,"118,046.22",6/1/2024,6/30/2024,"5,902.31",AL A,10032XXXXX00003,COATED PIPE 088.90X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000224,6/28/2024,"45,000.00",6/1/2024,6/30/2024,"2,250.00",AL F,10025XXXXX00003,PQT CHARGES
01 Invoice,111111111111111,ABC LTD.,TI70001512,6/29/2024,"12,000.00",6/1/2024,6/30/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000223,6/29/2024,"73,708.28",6/1/2024,6/30/2024,"3,685.41",AL A,10032XXXXX00003,COATED PIPE 168.30X10.97 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000223,6/29/2024,"24,587.98",6/1/2024,6/30/2024,"1,229.40",AL A,10032XXXXX00003,COATED PIPE 168.30X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000223,6/29/2024,"73,893.47",6/1/2024,6/30/2024,"3,694.67",AL A,10032XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001532,6/30/2024,"7,509.96",6/1/2024,6/30/2024,375.50,AL B,10028XXXXX00003,Rental Income SP - June'24 month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001540,6/30/2024,"1,701.00",6/1/2024,6/30/2024,85.05,CITY,10036XXXXX00003,Rental Income SP - June month billing
01 Invoice,111111111111111,ABC LTD.,TI70001536,6/30/2024,"10,100.38",6/1/2024,6/30/2024,505.02,ALFA,10034XXXXX00003,Rental Income SP - June'24 billing
01 Invoice,111111111111111,ABC LTD.,TI70001575,6/30/2024,"5,115.00",6/1/2024,6/30/2024,255.75,SRH,10049XXXXX00003,Rental Income SP - June month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001553,6/30/2024,"30,929.25",6/1/2024,6/30/2024,"1,546.46",GULF,10034XXXXX00003,Rental Income SP - June month billing
01 Invoice,111111111111111,ABC LTD.,TI70001549,6/30/2024,533.28,6/1/2024,6/30/2024,26.66,GULF,10034XXXXX00003,Rental Income SP - June month billing
01 Invoice,111111111111111,ABC LTD.,TI70001517,6/30/2024,"4,680.00",6/1/2024,6/30/2024,234.00,HILL,10053XXXXX00003,Rental Income SP - June month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001518,6/30/2024,"14,240.00",6/1/2024,6/30/2024,712.00,HILL,10053XXXXX00003,Rental Income SP - June month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001520,6/30/2024,"8,700.00",6/1/2024,6/30/2024,435.00,HILL,10053XXXXX00003,Rental Income SP - June month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001522,6/30/2024,"1,000.00",6/1/2024,6/30/2024,50.00,ABU,10034XXXXX00003,Rental Income SP - June'24 billing
01 Invoice,111111111111111,ABC LTD.,TI70001542,6/30/2024,472.5,6/1/2024,6/30/2024,23.63,CRYS,10046XXXXX00003,Rental Income SP - June month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001574,6/30/2024,"3,740.00",6/1/2024,6/30/2024,187.00,SAHA,10025XXXXX00003,Rental Income SP - June month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001545,6/30/2024,"12,041.10",6/1/2024,6/30/2024,602.06,ESNA,10022XXXXX00003,Rental Income SP - June month billing
01 Invoice,111111111111111,ABC LTD.,TI70001567,6/30/2024,"3,492.00",6/1/2024,6/30/2024,174.60,RIGI,10055XXXXX00003,Rental Income SP - June'24 month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001568,6/30/2024,"11,240.60",6/1/2024,6/30/2024,562.03,RIGI,10055XXXXX00003,Rental Income SP - June'24 month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001570,6/30/2024,"5,600.00",6/1/2024,6/30/2024,280.00,SOCI,10023XXXXX00003,Rental Income SP - June month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001572,6/30/2024,"20,000.00",6/1/2024,6/30/2024,"1,000.00",SOCI,10023XXXXX00003,Rental Income SP - June month billing
