Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Amount AED (before VAT),Reporting period from,Reporting period to,VAT Amount AED,Customer Name,Customer TRN,Clear description of the supply
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/10/2024,"-8,558.40",7/1/2024,7/31/2024,-427.92,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/10/2024,"-8,558.40",7/1/2024,7/31/2024,-427.92,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/12/2024,"-8,543.30",7/1/2024,7/31/2024,-427.17,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/12/2024,"-8,543.30",7/1/2024,7/31/2024,-427.17,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/15/2024,"-1,598.30",7/1/2024,7/31/2024,-79.92,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/15/2024,"-1,598.30",7/1/2024,7/31/2024,-79.92,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/15/2024,"-4,781.60",7/1/2024,7/31/2024,-239.08,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/15/2024,"-4,781.60",7/1/2024,7/31/2024,-239.08,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/15/2024,"-3,629.50",7/1/2024,7/31/2024,-181.48,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/15/2024,"-3,629.50",7/1/2024,7/31/2024,-181.48,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/16/2024,"-10,454.50",7/1/2024,7/31/2024,-522.73,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/16/2024,"-10,454.50",7/1/2024,7/31/2024,-522.73,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/17/2024,-417.90,7/1/2024,7/31/2024,-20.90,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/17/2024,-417.90,7/1/2024,7/31/2024,-20.90,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/17/2024,"-9,469.90",7/1/2024,7/31/2024,-473.50,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/17/2024,"-9,469.90",7/1/2024,7/31/2024,-473.50,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/18/2024,"-7,817.30",7/1/2024,7/31/2024,-390.87,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/18/2024,"-7,817.30",7/1/2024,7/31/2024,-390.87,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/19/2024,"-10,077.30",7/1/2024,7/31/2024,-503.87,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/19/2024,"-10,077.30",7/1/2024,7/31/2024,-503.87,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/20/2024,"-7,055.60",7/1/2024,7/31/2024,-352.78,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/20/2024,"-7,055.60",7/1/2024,7/31/2024,-352.78,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/20/2024,"-3,028.30",7/1/2024,7/31/2024,-151.42,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/20/2024,"-3,028.30",7/1/2024,7/31/2024,-151.42,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/22/2024,"-11,767.40",7/1/2024,7/31/2024,-588.37,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/22/2024,"-11,767.40",7/1/2024,7/31/2024,-588.37,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/23/2024,"-10,086.50",7/1/2024,7/31/2024,-504.33,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/23/2024,"-10,086.50",7/1/2024,7/31/2024,-504.33,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/24/2024,"-9,749.40",7/1/2024,7/31/2024,-487.47,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/24/2024,"-9,749.40",7/1/2024,7/31/2024,-487.47,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/25/2024,"-10,235.60",7/1/2024,7/31/2024,-511.78,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/25/2024,"-10,235.60",7/1/2024,7/31/2024,-511.78,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/25/2024,-214.10,7/1/2024,7/31/2024,-10.71,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HICJ-000001238,7/25/2024,"-9,132.80",7/1/2024,7/31/2024,-456.64,BRAN,NAXXXXXNA,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/25/2024,-214.10,7/1/2024,7/31/2024,-10.71,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/26/2024,"-12,460.10",7/1/2024,7/31/2024,-623.01,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/26/2024,"-12,460.10",7/1/2024,7/31/2024,-623.01,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/27/2024,"-12,309.10",7/1/2024,7/31/2024,-615.46,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/27/2024,"-12,309.10",7/1/2024,7/31/2024,-615.46,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/29/2024,"-12,318.70",7/1/2024,7/31/2024,-615.94,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/29/2024,"-12,318.70",7/1/2024,7/31/2024,-615.94,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/30/2024,"-5,228.20",7/1/2024,7/31/2024,-261.41,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/30/2024,"-5,228.20",7/1/2024,7/31/2024,-261.41,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/30/2024,"-5,108.80",7/1/2024,7/31/2024,-255.44,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/30/2024,"-5,108.80",7/1/2024,7/31/2024,-255.44,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/31/2024,"-1,758.00",7/1/2024,7/31/2024,-87.90,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/31/2024,"-1,758.00",7/1/2024,7/31/2024,-87.90,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/31/2024,"-11,277.90",7/1/2024,7/31/2024,-563.90,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/31/2024,"-11,277.90",7/1/2024,7/31/2024,-563.90,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000004,7/31/2024,"-1,423.50",7/1/2024,7/31/2024,-71.18,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,5HTR000005,7/31/2024,"-1,423.50",7/1/2024,7/31/2024,-71.18,ARCH,10004XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,1TR1604640,7/31/2024,-960.00,7/1/2024,7/31/2024,-48.00,ACTI,10021XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,1TR1604640,7/31/2024,"-4,800.00",7/1/2024,7/31/2024,-240.00,ACTI,10021XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,7TR1800459,7/30/2024,"-57,584.80",7/1/2024,7/31/2024,"-2,879.24",GS I,10410XXXXX00003,Settlement
01 Invoice,111111111111111,ABC LTD.,TI70001603,7/1/2024,"1,320.00",7/1/2024,7/31/2024,66.00,S Y,10002XXXXX00003,Transport Charges - MATERIAL COLLECTION FROM THE SITE
01 Invoice,111111111111111,ABC LTD.,TI5H0000225,7/1/2024,"59,939.80",7/1/2024,7/31/2024,"2,996.99",ROBT,10027XXXXX00003,COATED PIPE 168.30X08.74 MM
01 Invoice,111111111111111,ABC LTD.,TI70001597,7/2/2024,"42,392.00",7/1/2024,7/31/2024,"2,119.60",AL B,10050XXXXX00003,ZU25-(750X450X14.50 MMX110.40 KG/M)X11.80 M - SACRIFICIAL
01 Invoice,111111111111111,ABC LTD.,TI70001587,7/2/2024,"77,616.00",7/1/2024,7/31/2024,"3,880.80",CAPE,10003XXXXX00003,ALUMINIZED COIL 00.80X1000
01 Invoice,111111111111111,ABC LTD.,TI70001587,7/2/2024,"59,609.80",7/1/2024,7/31/2024,"2,980.49",CAPE,10003XXXXX00003,ALUMINIZED COIL 00.60X1000
01 Invoice,111111111111111,ABC LTD.,TI70001587,7/2/2024,"100,855.80",7/1/2024,7/31/2024,"5,042.79",CAPE,10003XXXXX00003,ALUMINIZED COIL 01.00X1000
01 Invoice,111111111111111,ABC LTD.,TI5H0000226,7/4/2024,"65,112.60",7/1/2024,7/31/2024,"3,255.63",ARCH,10004XXXXX00003,COATED PIPE 0273.10X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI70001588,7/5/2024,"10,200.00",7/1/2024,7/31/2024,510.00,KABR,10028XXXXX00003,IPE 600X122.00 KG/MX06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001588,7/5/2024,"5,200.00",7/1/2024,7/31/2024,260.00,KABR,10028XXXXX00003,IPE 600X122.00 KG/MX03.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001588,7/5/2024,"48,000.00",7/1/2024,7/31/2024,"2,400.00",KABR,10028XXXXX00003,IPE 600X122.00 KG/MX02.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001588,7/5/2024,"28,800.00",7/1/2024,7/31/2024,"1,440.00",KABR,10028XXXXX00003,IPE 360X057.10 KG/MX06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001588,7/5/2024,"14,400.00",7/1/2024,7/31/2024,720.00,KABR,10028XXXXX00003,IPE 360X057.10 KG/MX03.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001588,7/5/2024,"25,200.00",7/1/2024,7/31/2024,"1,260.00",KABR,10028XXXXX00003,IPE 360X057.10 KG/MX01.50 M
01 Invoice,111111111111111,ABC LTD.,TI70001593,7/5/2024,"4,665.00",7/1/2024,7/31/2024,233.25,EURO,10002XXXXX00003,IPN 220X031.10 KG/MX06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001594,7/5/2024,"79,677.00",7/1/2024,7/31/2024,"3,983.85",DENH,10020XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001594,7/5/2024,"366,514.60",7/1/2024,7/31/2024,"18,325.73",DENH,10020XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001589,7/5/2024,"36,000.00",7/1/2024,7/31/2024,"1,800.00",HYDR,10007XXXXX00003,TRENCH SHEET 400MMX03.80 MMX14.82 KG/MX 05.85 M
01 Invoice,111111111111111,ABC LTD.,TI70001590,7/5/2024,"3,500.00",7/1/2024,7/31/2024,175.00,AL S,10022XXXXX00003,Rental Damages Claim - For U-Bend received material & Dismantle cost for double sheet piles
01 Invoice,111111111111111,ABC LTD.,TI70001593,7/5/2024,"1,000.00",7/1/2024,7/31/2024,50.00,EURO,10002XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI70001591,7/5/2024,"16,800.00",7/1/2024,7/31/2024,840.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000227,7/5/2024,"89,909.60",7/1/2024,7/31/2024,"4,495.48",ROBT,10027XXXXX00003,COATED PIPE 168.30X08.74 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000228,7/5/2024,"176,484.00",7/1/2024,7/31/2024,"8,824.20",PETR,10035XXXXX00003,COATED PIPE 168.30X07.92 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000228,7/5/2024,"25,125.00",7/1/2024,7/31/2024,"1,256.25",PETR,10035XXXXX00003,COATED PIPE 168.30X07.92 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000228,7/5/2024,"1,307.80",7/1/2024,7/31/2024,65.39,PETR,10035XXXXX00003,COATED PIPE 168.30X09.53 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000229,7/6/2024,"65,163.40",7/1/2024,7/31/2024,"3,258.17",ARCH,10004XXXXX00003,COATED PIPE 0273.10X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI70001592,7/8/2024,"12,000.00",7/1/2024,7/31/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000230,7/8/2024,"51,280.40",7/1/2024,7/31/2024,"2,564.02",ARCH,10004XXXXX00003,COATED PIPE 0273.10X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000231,7/8/2024,"111,845.00",7/1/2024,7/31/2024,"5,592.25",PETR,10035XXXXX00003,COATED PIPE 219.10X15.09 MM
01 Invoice,111111111111111,ABC LTD.,TI70001595,7/9/2024,"10,079.40",7/1/2024,7/31/2024,503.97,D S,10004XXXXX00003,MS PLATE 2.00X12.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000232,7/9/2024,"79,420.40",7/1/2024,7/31/2024,"3,971.02",ROBT,10027XXXXX00003,COATED PIPE 168.30X08.74 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000233,7/9/2024,"34,186.60",7/1/2024,7/31/2024,"1,709.33",ARCH,10004XXXXX00003,COATED PIPE 0273.10X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI70001599,7/10/2024,"3,721.00",7/1/2024,7/31/2024,186.05,CONT,10058XXXXX00003,EQUAL ANGLE 080X080X08.00 MMX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001599,7/10/2024,265.80,7/1/2024,7/31/2024,13.29,CONT,10058XXXXX00003,EQUAL ANGLE 080X080X08.00 MMX06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001598,7/10/2024,717.20,7/1/2024,7/31/2024,35.86,CONT,10058XXXXX00003,ROUND BAR 020 MMX06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001599,7/10/2024,"19,442.80",7/1/2024,7/31/2024,972.14,CONT,10058XXXXX00003,MS PLATE 2.00X06.00X08.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001599,7/10/2024,"26,759.40",7/1/2024,7/31/2024,"1,337.97",CONT,10058XXXXX00003,UPN 100X050X010.60 KG/MX12.0 M
01 Invoice,111111111111111,ABC LTD.,TI70001599,7/10/2024,"20,698.60",7/1/2024,7/31/2024,"1,034.93",CONT,10058XXXXX00003,UPN 200X075X025.30 KG/MX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001598,7/10/2024,"14,135.60",7/1/2024,7/31/2024,706.78,CONT,10058XXXXX00003,HR PLATE 3.05X06.00X16.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001600,7/10/2024,"24,000.00",7/1/2024,7/31/2024,"1,200.00",PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI70001598,7/10/2024,"3,876.40",7/1/2024,7/31/2024,193.82,CONT,10058XXXXX00003,HEB 120X026.70 KG/MX11.80 M
01 Invoice,111111111111111,ABC LTD.,TI5H0000236,7/10/2024,"85,583.20",7/1/2024,7/31/2024,"4,279.16",ARCH,10004XXXXX00003,COATED PIPE 0273.10X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000234,7/10/2024,"127,225.60",7/1/2024,7/31/2024,"6,361.28",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000237,7/10/2024,"11,310.80",7/1/2024,7/31/2024,565.54,PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000237,7/10/2024,"78,739.40",7/1/2024,7/31/2024,"3,936.97",PETR,10035XXXXX00003,COATED PIPE 219.10X15.09 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000237,7/10/2024,"13,600.00",7/1/2024,7/31/2024,680.00,PETR,10035XXXXX00003,COATED PIPE 219.10X18.26 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000235,7/10/2024,"89,213.80",7/1/2024,7/31/2024,"4,460.69",GALF,10002XXXXX00003,COATED PIPE 0219.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI70001604,7/11/2024,"28,800.00",7/1/2024,7/31/2024,"1,440.00",KABR,10028XXXXX00003,IPE 360X057.10 KG/MX06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001604,7/11/2024,"16,800.00",7/1/2024,7/31/2024,840.00,KABR,10028XXXXX00003,IPE 360X057.10 KG/MX01.50 M
01 Invoice,111111111111111,ABC LTD.,TI70001605,7/11/2024,"10,200.00",7/1/2024,7/31/2024,510.00,KABR,10028XXXXX00003,IPE 600X122.00 KG/MX06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001605,7/11/2024,"8,000.00",7/1/2024,7/31/2024,400.00,KABR,10028XXXXX00003,IPE 600X122.00 KG/MX02.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001605,7/11/2024,"24,000.00",7/1/2024,7/31/2024,"1,200.00",KABR,10028XXXXX00003,IPE 600X122.00 KG/MX02.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001596,7/11/2024,"2,070.40",7/1/2024,7/31/2024,103.52,GULF,10049XXXXX00003,IPE 160X015.80 KG/MX06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001596,7/11/2024,"3,453.40",7/1/2024,7/31/2024,172.67,GULF,10049XXXXX00003,UPN 120X055X013.40 KG/MX05.90 M
01 Invoice,111111111111111,ABC LTD.,TI70001601,7/11/2024,"12,000.00",7/1/2024,7/31/2024,600.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI70001596,7/11/2024,202.40,7/1/2024,7/31/2024,10.12,GULF,10049XXXXX00003,Cutting Charges
01 Invoice,111111111111111,ABC LTD.,TI70001596,7/11/2024,350.00,7/1/2024,7/31/2024,17.50,GULF,10049XXXXX00003,Documentation Expenses
01 Invoice,111111111111111,ABC LTD.,TI5H0000239,7/11/2024,"78,628.60",7/1/2024,7/31/2024,"3,931.43",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000240,7/11/2024,"78,628.60",7/1/2024,7/31/2024,"3,931.43",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000238,7/11/2024,"122,539.40",7/1/2024,7/31/2024,"6,126.97",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001606,7/12/2024,"25,152.20",7/1/2024,7/31/2024,"1,257.61",AL S,10034XXXXX00003,HR PLATE 3.05X06.90X50.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001606,7/12/2024,"18,590.80",7/1/2024,7/31/2024,929.54,AL S,10034XXXXX00003,HR PLATE 3.05X05.10X50.00 MM
01 Invoice,111111111111111,ABC LTD.,TI10004966,7/12/2024,"119,303.20",7/1/2024,7/31/2024,"5,965.16",AKKU,10035XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X12.00 M
01 Invoice,111111111111111,ABC LTD.,TI10004966,7/12/2024,"10,068.40",7/1/2024,7/31/2024,503.42,AKKU,10035XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001609,7/12/2024,"21,695.60",7/1/2024,7/31/2024,"1,084.78",DENH,10020XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001609,7/12/2024,"99,799.80",7/1/2024,7/31/2024,"4,989.99",DENH,10020XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001608,7/12/2024,"18,016.00",7/1/2024,7/31/2024,900.80,T A,10055XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X14.00 M - loss tons
01 Invoice,111111111111111,ABC LTD.,TI70001607,7/12/2024,"2,084.00",7/1/2024,7/31/2024,104.20,MAR,10054XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X08.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001607,7/12/2024,"6,251.80",7/1/2024,7/31/2024,312.59,MAR,10054XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X08.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001609,7/12/2024,"16,600.00",7/1/2024,7/31/2024,830.00,DENH,10020XXXXX00003,Rental Damages Claim
01 Invoice,111111111111111,ABC LTD.,TI70001607,7/12/2024,"4,750.00",7/1/2024,7/31/2024,237.50,MAR,10054XXXXX00003,Rental Damages Claim - U-Bend Charges
01 Invoice,111111111111111,ABC LTD.,TI70001607,7/12/2024,"1,600.00",7/1/2024,7/31/2024,80.00,MAR,10054XXXXX00003,Rental Damages Claim - Reapir charges
01 Invoice,111111111111111,ABC LTD.,TI70001608,7/12/2024,595.80,7/1/2024,7/31/2024,29.79,T A,10055XXXXX00003,Rental Damages Claim - repair charges
01 Invoice,111111111111111,ABC LTD.,TI70001608,7/12/2024,"6,600.00",7/1/2024,7/31/2024,330.00,T A,10055XXXXX00003,Rental Damages Claim - U- Bend charges
01 Invoice,111111111111111,ABC LTD.,TI70001602,7/12/2024,"4,800.00",7/1/2024,7/31/2024,240.00,PETR,10035XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000249,7/12/2024,122.40,7/1/2024,7/31/2024,6.12,PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000249,7/12/2024,"48,022.80",7/1/2024,7/31/2024,"2,401.14",PETR,10035XXXXX00003,COATED PIPE 219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000243,7/12/2024,"89,213.80",7/1/2024,7/31/2024,"4,460.69",GALF,10002XXXXX00003,COATED PIPE 0219.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000241,7/12/2024,"89,213.80",7/1/2024,7/31/2024,"4,460.69",GALF,10002XXXXX00003,COATED PIPE 0219.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000242,7/12/2024,"26,209.80",7/1/2024,7/31/2024,"1,310.49",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000244,7/12/2024,"85,433.20",7/1/2024,7/31/2024,"4,271.66",ARCH,10004XXXXX00003,COATED PIPE 0273.10X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000247,7/13/2024,"86,908.00",7/1/2024,7/31/2024,"4,345.40",ROBT,10027XXXXX00003,COATED PIPE 168.30X15.88 MM
